compound_id,method_id,rt_min,rsd_source,retention_factor_source,source_file,source_row
93,M13,15.57,0.001,11.26,Dataset 13.xlsx,87
93,M14,12.8,0.0009,16.07,Dataset 14.xlsx,87
93,M15,15.57,0.0014,8.73,Dataset 15.xlsx,87
93,M16,34.22,0.0005,26.38,Dataset 16.xlsx,87
93,M17,4.55,0.0053,3.95,Dataset 17.xlsx,87
93,M18,6.56,0.0011,3.56,Dataset 18.xlsx,87
93,M19,5.45,0.0009,2.99,Dataset 19.xlsx,87
93,M20,7.4,0.001,10.84,Dataset 20.xlsx,86
93,M21,5.28,0.0013,2.75,Dataset 21.xlsx,86
93,M22,11.32,0.001,8.36,Dataset 22.xlsx,86
93,M23,9.55,0.0007,11.73,Dataset 23.xlsx,86
93,M24,11.32,0.0016,6.26,Dataset 24.xlsx,86
93,M25,11.54,0.0006,7.88,Dataset 25.xlsx,94
93,M26,10.06,0.001,11.9,Dataset 26.xlsx,94
93,M27,11.58,0.0012,7.98,Dataset 27.xlsx,94
93,M28,9.61,0.0009,11.32,Dataset 28.xlsx,94
93,M29,11.31,0,5.77,Dataset 29.xlsx,94
93,M30,6.86,0,4.08,Dataset 30.xlsx,94
94,M01,8.15,0.0116,5.42,Dataset 01.xlsx,88
94,M02,12.81,0.0004,13,Dataset 02.xlsx,88
94,M03,15.04,0.0003,10.07,Dataset 03.xlsx,88
94,M04,13.57,0.0005,8.82,Dataset 04.xlsx,88
94,M05,13.87,0,9.59,Dataset 05.xlsx,88
94,M06,17.93,0,11.81,Dataset 06.xlsx,88
94,M07,21.16,0,14.45,Dataset 07.xlsx,88
94,M08,25.32,0.0003,26.82,Dataset 08.xlsx,88
94,M09,23.28,0.0002,23.96,Dataset 09.xlsx,88
94,M10,27.14,0.0002,19.1,Dataset 10.xlsx,88
94,M11,25.76,0.0005,18.44,Dataset 11.xlsx,88
94,M12,37.41,0.0005,38.71,Dataset 12.xlsx,88
94,M13,39.3,0.0004,29.94,Dataset 13.xlsx,88
94,M14,40.87,0.0002,53.49,Dataset 14.xlsx,88
94,M15,35.93,0.0008,21.46,Dataset 15.xlsx,88
94,M16,68.78,0.0001,54.02,Dataset 16.xlsx,88
94,M17,9.65,0.001,9.49,Dataset 17.xlsx,88
94,M18,13.83,0.0011,8.6,Dataset 18.xlsx,88
94,M19,13.66,0.0004,9.01,Dataset 19.xlsx,88
94,M20,14.77,0.0007,22.62,Dataset 20.xlsx,87
94,M21,11.94,0,7.47,Dataset 21.xlsx,87
94,M22,31.74,0.0002,25.23,Dataset 22.xlsx,87
94,M23,27.75,0.0006,36,Dataset 23.xlsx,87
94,M24,33.45,0.0007,20.44,Dataset 24.xlsx,87
94,M25,17.81,0,12.7,Dataset 25.xlsx,95
94,M26,16.03,0.0004,19.55,Dataset 26.xlsx,95
94,M27,22.64,0.0005,16.55,Dataset 27.xlsx,95
94,M28,20.58,0,25.38,Dataset 28.xlsx,95
94,M29,23.43,0.0003,13.03,Dataset 29.xlsx,95
94,M30,15.11,0.0021,10.19,Dataset 30.xlsx,95
95,M01,6.67,0.0011,4.25,Dataset 01.xlsx,89
95,M02,8.85,0.0007,8.67,Dataset 02.xlsx,89
95,M03,8.53,0.0009,5.28,Dataset 03.xlsx,89
95,M04,7.84,0.0008,4.67,Dataset 04.xlsx,89
95,M05,7.78,0,4.94,Dataset 05.xlsx,89
95,M06,10.79,0.0013,6.71,Dataset 06.xlsx,89
95,M07,11.43,0,7.34,Dataset 07.xlsx,89
95,M08,15.58,0.0004,16.12,Dataset 08.xlsx,89
95,M09,14.47,0.0009,14.52,Dataset 09.xlsx,89
95,M10,17.33,0.0005,11.83,Dataset 10.xlsx,89
95,M11,16.44,0,11.41,Dataset 11.xlsx,89
95,M12,21.33,0.0009,21.64,Dataset 12.xlsx,89
95,M13,20.74,0,15.33,Dataset 13.xlsx,89
95,M14,17.16,0,21.88,Dataset 14.xlsx,89
95,M15,20.84,0.001,12.03,Dataset 15.xlsx,89
95,M16,46.57,0.0004,36.26,Dataset 16.xlsx,89
95,M17,6.26,0.0038,5.8,Dataset 17.xlsx,89
95,M18,8.46,0.0014,4.88,Dataset 18.xlsx,89
95,M19,6.78,0,3.97,Dataset 19.xlsx,89
95,M20,9.02,0.0008,13.43,Dataset 20.xlsx,88
95,M21,6.56,0,3.65,Dataset 21.xlsx,88
95,M22,14.6,0,11.07,Dataset 22.xlsx,88
95,M23,12.3,0.0005,15.4,Dataset 23.xlsx,88
95,M24,14.89,0.0011,8.54,Dataset 24.xlsx,88
95,M25,13.07,0.0001,9.05,Dataset 25.xlsx,96
95,M26,11.67,0,13.96,Dataset 26.xlsx,96
95,M27,14.28,0.0012,10.07,Dataset 27.xlsx,96
95,M28,12.15,0,14.58,Dataset 28.xlsx,96
95,M29,14.17,0,7.49,Dataset 29.xlsx,96
95,M30,8.55,0.0007,5.33,Dataset 30.xlsx,96
96,M01,4.98,0.0014,2.92,Dataset 01.xlsx,90
96,M02,6.45,0.0008,6.05,Dataset 02.xlsx,90
96,M03,5.51,0.0009,3.05,Dataset 03.xlsx,90
96,M04,5.38,0.0023,2.89,Dataset 04.xlsx,90
96,M05,5.31,0.0013,3.05,Dataset 05.xlsx,90
96,M06,7.14,0,4.1,Dataset 06.xlsx,90
96,M07,7.08,0.0026,4.17,Dataset 07.xlsx,90
96,M08,9.29,0.0007,9.21,Dataset 08.xlsx,90
96,M09,8.78,0.0049,8.41,Dataset 09.xlsx,90
96,M10,10.91,0.0005,7.08,Dataset 10.xlsx,90
96,M11,10.69,0.0007,7.06,Dataset 11.xlsx,90
96,M12,11.35,0.0013,11.05,Dataset 12.xlsx,90
96,M13,11.83,0.0007,8.31,Dataset 13.xlsx,90
96,M14,10.65,0.0011,13.2,Dataset 14.xlsx,90
96,M15,11.78,0.0006,6.36,Dataset 15.xlsx,90
96,M16,22.87,0.0019,17.3,Dataset 16.xlsx,90
96,M17,3.93,0.0025,3.27,Dataset 17.xlsx,90
96,M18,5.78,0.0049,3.01,Dataset 18.xlsx,90
96,M19,4.91,0.002,2.6,Dataset 19.xlsx,90
96,M20,6.24,0.0004,8.98,Dataset 20.xlsx,89
96,M21,4.9,0.0014,2.47,Dataset 21.xlsx,89
96,M22,9.24,0.0012,6.64,Dataset 22.xlsx,89
96,M23,8.36,0.0017,10.15,Dataset 23.xlsx,89
96,M24,9.03,0.0007,4.79,Dataset 24.xlsx,89
96,M25,10.48,0.0009,7.06,Dataset 25.xlsx,97
96,M26,9.65,0.001,11.37,Dataset 26.xlsx,97
96,M27,9.97,0.0007,6.72,Dataset 27.xlsx,97
96,M28,9.03,0.0009,10.58,Dataset 28.xlsx,97
96,M29,9.86,0.0007,4.9,Dataset 29.xlsx,97
96,M30,6.41,0.0007,3.75,Dataset 30.xlsx,97
97,M01,7.76,0.0009,5.11,Dataset 01.xlsx,91
97,M02,10.4,0.0005,10.36,Dataset 02.xlsx,91
97,M03,11.44,0.0005,7.42,Dataset 03.xlsx,91
97,M04,10.45,0.0006,6.56,Dataset 04.xlsx,91
97,M05,10.53,0,7.04,Dataset 05.xlsx,91
97,M06,14.01,0.0005,9,Dataset 06.xlsx,91
97,M07,15.84,0.0013,10.56,Dataset 07.xlsx,91
97,M08,20.21,0.0003,21.21,Dataset 08.xlsx,91
97,M09,18.79,0.001,19.15,Dataset 09.xlsx,91
97,M10,21.82,0.0003,15.16,Dataset 10.xlsx,91
97,M11,20.87,0.0003,14.75,Dataset 11.xlsx,91
97,M12,29.12,0.0006,29.91,Dataset 12.xlsx,91
97,M13,29.56,0.0003,22.28,Dataset 13.xlsx,91
97,M14,25.97,0.0004,33.63,Dataset 14.xlsx,91
97,M15,30.29,0.0002,17.93,Dataset 15.xlsx,91
97,M16,58.23,0.0002,45.58,Dataset 16.xlsx,91
97,M17,7.87,0.0021,7.55,Dataset 17.xlsx,91
97,M18,10.95,0.0019,6.6,Dataset 18.xlsx,91
97,M19,7.91,0,4.79,Dataset 19.xlsx,91
97,M20,10.21,0.0002,15.33,Dataset 20.xlsx,90
97,M21,7.73,0.0027,4.48,Dataset 21.xlsx,90
97,M22,18.56,0.0006,14.34,Dataset 22.xlsx,90
97,M23,14.8,0,18.73,Dataset 23.xlsx,90
97,M24,18.16,0.0003,10.64,Dataset 24.xlsx,90
97,M25,14.95,0.0015,10.5,Dataset 25.xlsx,98
97,M26,13.67,0.0007,16.53,Dataset 26.xlsx,98
97,M27,18.14,0.0004,13.06,Dataset 27.xlsx,98
97,M28,16.16,0.0015,19.72,Dataset 28.xlsx,98
97,M29,18.29,0.0012,9.95,Dataset 29.xlsx,98
97,M30,11.48,0.0007,7.5,Dataset 30.xlsx,98
98,M01,4.03,0.0053,2.17,Dataset 01.xlsx,92
98,M02,4.75,0.0082,4.19,Dataset 02.xlsx,92
98,M03,4.51,0.0011,2.32,Dataset 03.xlsx,92
98,M04,4.23,0.0042,2.06,Dataset 04.xlsx,92
98,M05,3.89,0.0018,1.97,Dataset 05.xlsx,92
98,M06,5.78,0.0012,3.13,Dataset 06.xlsx,92
98,M07,5.16,0.0041,2.76,Dataset 07.xlsx,92
98,M08,5.33,0.0012,4.86,Dataset 08.xlsx,92
98,M09,3.83,0.0013,3.11,Dataset 09.xlsx,92
98,M10,6.79,0.0009,4.03,Dataset 10.xlsx,92
98,M11,5.02,0.0014,2.78,Dataset 11.xlsx,92
98,M12,5.43,0.0064,4.76,Dataset 12.xlsx,92
98,M13,6.48,0.0012,4.1,Dataset 13.xlsx,92
98,M14,4.19,0.0028,4.59,Dataset 14.xlsx,92
98,M15,6.56,0.0011,3.1,Dataset 15.xlsx,92
98,M16,8.31,0.0006,5.65,Dataset 16.xlsx,92
98,M17,2.14,0.0079,1.33,Dataset 17.xlsx,92
98,M18,4.71,0.006,2.27,Dataset 18.xlsx,92
98,M19,4.37,0.0026,2.2,Dataset 19.xlsx,92
98,M20,4.74,0.0005,6.58,Dataset 20.xlsx,91
98,M21,4.37,0.0016,2.1,Dataset 21.xlsx,91
98,M22,6.59,0.0016,4.45,Dataset 22.xlsx,91
98,M23,4.76,0.003,5.35,Dataset 23.xlsx,91
98,M24,6.68,0.0009,3.28,Dataset 24.xlsx,91
98,M25,6.47,0.0012,3.98,Dataset 25.xlsx,99
98,M26,4.74,0.002,5.08,Dataset 26.xlsx,99
98,M27,6.91,0.002,4.36,Dataset 27.xlsx,99
98,M28,5.34,0.0015,5.85,Dataset 28.xlsx,99
98,M29,6.73,0,3.03,Dataset 29.xlsx,99
98,M30,4.14,0.0027,2.06,Dataset 30.xlsx,99
99,M01,6.85,0.0062,4.39,Dataset 01.xlsx,93
99,M02,9.05,0.0018,8.89,Dataset 02.xlsx,93
99,M03,8.88,0.0076,5.53,Dataset 03.xlsx,93
99,M04,8.15,0.0009,4.9,Dataset 04.xlsx,93
99,M05,8.15,0,5.22,Dataset 05.xlsx,93
99,M06,11.32,0,7.09,Dataset 06.xlsx,93
99,M07,11.94,0.0006,7.72,Dataset 07.xlsx,93
99,M08,16.21,0.0004,16.81,Dataset 08.xlsx,93
99,M09,15.14,0.0006,15.23,Dataset 09.xlsx,93
99,M10,17.92,0.0043,12.27,Dataset 10.xlsx,93
99,M11,17.06,0.0012,11.87,Dataset 11.xlsx,93
99,M12,22.43,0.0004,22.81,Dataset 12.xlsx,93
99,M13,22.17,0.0011,16.46,Dataset 13.xlsx,93
99,M14,18.53,0.0005,23.71,Dataset 14.xlsx,93
99,M15,21.94,0.0006,12.71,Dataset 15.xlsx,93
99,M16,49.13,0.0002,38.3,Dataset 16.xlsx,93
99,M17,6.52,0.0015,6.09,Dataset 17.xlsx,93
99,M18,8.77,0.0016,5.09,Dataset 18.xlsx,93
99,M19,7.05,0,4.16,Dataset 19.xlsx,93
99,M20,9.3,0.0005,13.87,Dataset 20.xlsx,92
99,M21,6.71,0.0011,3.76,Dataset 21.xlsx,92
99,M22,15.23,0.0005,11.59,Dataset 22.xlsx,92
99,M23,12.78,0.001,16.03,Dataset 23.xlsx,92
99,M24,15.54,0.0008,8.96,Dataset 24.xlsx,92
99,M25,13.43,0.0007,9.33,Dataset 25.xlsx,100
99,M26,11.98,0.0006,14.36,Dataset 26.xlsx,100
99,M27,14.93,0.0008,10.57,Dataset 27.xlsx,100
99,M28,12.76,0.0006,15.36,Dataset 28.xlsx,100
99,M29,14.68,0,7.79,Dataset 29.xlsx,100
99,M30,8.93,0.0007,5.61,Dataset 30.xlsx,100
100,M01,6.08,0.0012,3.79,Dataset 01.xlsx,94
100,M02,8.45,0.0072,8.23,Dataset 02.xlsx,94
100,M03,7.74,0.0007,4.7,Dataset 03.xlsx,94
100,M04,7.34,0.0027,4.31,Dataset 04.xlsx,94
100,M05,3.49,0.0041,1.66,Dataset 05.xlsx,94
100,M06,9.48,0.0007,5.77,Dataset 06.xlsx,94
100,M07,10.37,0,6.57,Dataset 07.xlsx,94
100,M08,14.27,0.0005,14.68,Dataset 08.xlsx,94
100,M09,13.16,0.0031,13.11,Dataset 09.xlsx,94
100,M10,16.04,0.0004,10.88,Dataset 10.xlsx,94
100,M11,14.84,0,10.2,Dataset 11.xlsx,94
100,M12,19.15,0.0007,19.33,Dataset 12.xlsx,94
100,M13,17.27,0,12.6,Dataset 13.xlsx,94
100,M14,14.07,0.0013,17.76,Dataset 14.xlsx,94
100,M15,18.83,0.0015,10.77,Dataset 15.xlsx,94
100,M16,36.61,0.0008,28.29,Dataset 16.xlsx,94
100,M17,5.6,0.003,5.09,Dataset 17.xlsx,94
100,M18,7.78,0.0027,4.4,Dataset 18.xlsx,94
100,M19,5.57,0.001,3.08,Dataset 19.xlsx,94
100,M20,7.95,0.0012,11.71,Dataset 20.xlsx,93
100,M21,5.87,0.0036,3.17,Dataset 21.xlsx,93
100,M22,12.25,0.0014,9.12,Dataset 22.xlsx,93
100,M23,10.17,0,12.56,Dataset 23.xlsx,93
100,M24,13.16,0.0018,7.44,Dataset 24.xlsx,93
100,M25,11.95,0.0018,8.19,Dataset 25.xlsx,101
100,M26,10.5,0.0015,12.46,Dataset 26.xlsx,101
100,M27,12.32,0.0014,8.55,Dataset 27.xlsx,101
100,M28,10.32,0.0024,12.23,Dataset 28.xlsx,101
100,M29,12.93,0,6.74,Dataset 29.xlsx,101
100,M30,7.58,0.0007,4.61,Dataset 30.xlsx,101
101,M01,4.49,0.0032,2.54,Dataset 01.xlsx,95
101,M02,5.75,0.0017,5.28,Dataset 02.xlsx,95
101,M03,5.06,0.001,2.72,Dataset 03.xlsx,95
101,M04,4.85,0.0031,2.51,Dataset 04.xlsx,95
101,M05,4.64,0.0015,2.54,Dataset 05.xlsx,95
101,M06,6.43,0,3.59,Dataset 06.xlsx,95
101,M07,6.28,0.0034,3.58,Dataset 07.xlsx,95
101,M08,7.46,0.0009,7.19,Dataset 08.xlsx,95
101,M09,6.55,0.0026,6.02,Dataset 09.xlsx,95
101,M10,9.03,0.0007,5.69,Dataset 10.xlsx,95
101,M11,7.96,0.0018,5.01,Dataset 11.xlsx,95
101,M12,8.44,0.002,7.96,Dataset 12.xlsx,95
101,M13,9.05,0.0018,6.13,Dataset 13.xlsx,95
101,M14,6.63,0.0031,7.84,Dataset 14.xlsx,95
101,M15,9.06,0.0029,4.66,Dataset 15.xlsx,95
101,M16,14.49,0.0012,10.59,Dataset 16.xlsx,95
101,M17,2.87,0.0034,2.12,Dataset 17.xlsx,95
101,M18,5.26,0.0054,2.65,Dataset 18.xlsx,95
101,M19,4.96,0.001,2.64,Dataset 19.xlsx,95
101,M20,6.17,0.0015,8.86,Dataset 20.xlsx,94
101,M21,4.95,0.0014,2.51,Dataset 21.xlsx,94
101,M22,9.2,0.0021,6.6,Dataset 22.xlsx,94
101,M23,7.32,0,8.76,Dataset 23.xlsx,94
101,M24,9.3,0.0024,4.96,Dataset 24.xlsx,94
101,M25,7.1,0.0011,4.46,Dataset 25.xlsx,102
101,M26,5.04,0.0034,5.46,Dataset 26.xlsx,102
101,M27,7.86,0.0009,5.09,Dataset 27.xlsx,102
101,M28,6.09,0.0014,6.81,Dataset 28.xlsx,102
101,M29,7.56,0.0009,3.52,Dataset 29.xlsx,102
101,M30,4.08,0.0007,2.02,Dataset 30.xlsx,102
102,M01,4.66,0.003,2.67,Dataset 01.xlsx,96
102,M02,6.08,0.001,5.64,Dataset 02.xlsx,96
102,M03,5.24,0.001,2.85,Dataset 03.xlsx,96
102,M04,5.02,0,2.63,Dataset 04.xlsx,96
102,M05,4.88,0.0044,2.72,Dataset 05.xlsx,96
102,M06,6.64,0,3.74,Dataset 06.xlsx,96
102,M07,6.63,0.0011,3.84,Dataset 07.xlsx,96
102,M08,8.23,0.0008,8.04,Dataset 08.xlsx,96
102,M09,7.3,0.0018,6.83,Dataset 09.xlsx,96
102,M10,9.83,0.0006,6.28,Dataset 10.xlsx,96
102,M11,8.89,0,5.71,Dataset 11.xlsx,96
102,M12,9.68,0.0018,9.27,Dataset 12.xlsx,96
102,M13,10,0,6.87,Dataset 13.xlsx,96
102,M14,7.53,0.0013,9.04,Dataset 14.xlsx,96
102,M15,10,0.0021,5.25,Dataset 15.xlsx,96
102,M16,17.25,0.0009,12.8,Dataset 16.xlsx,96
102,M17,3.27,0.003,2.55,Dataset 17.xlsx,96
102,M18,5.39,0.0037,2.74,Dataset 18.xlsx,96
102,M19,4.96,0.001,2.64,Dataset 19.xlsx,96
102,M20,6.21,0.0011,8.93,Dataset 20.xlsx,95
102,M21,5.01,0.0014,2.55,Dataset 21.xlsx,95
102,M22,9.2,0.001,6.6,Dataset 22.xlsx,95
102,M23,7.36,0,8.81,Dataset 23.xlsx,95
102,M24,9.46,0.0019,5.06,Dataset 24.xlsx,95
102,M25,7.28,0.0011,4.6,Dataset 25.xlsx,103
102,M26,5.14,0.0016,5.59,Dataset 26.xlsx,103
102,M27,7.81,0.0031,5.05,Dataset 27.xlsx,103
102,M28,7.05,0.0012,8.04,Dataset 28.xlsx,103
102,M29,8.14,0.0009,3.87,Dataset 29.xlsx,103
102,M30,4.21,0.0014,2.11,Dataset 30.xlsx,103
103,M01,4.95,0.0014,2.9,Dataset 01.xlsx,97
103,M02,6.51,0.0015,6.11,Dataset 02.xlsx,97
103,M03,5.59,0.0013,3.12,Dataset 03.xlsx,97
103,M04,5.3,0.0038,2.83,Dataset 04.xlsx,97
103,M05,5.13,0.0014,2.91,Dataset 05.xlsx,97
103,M06,7.06,0,4.04,Dataset 06.xlsx,97
103,M07,7.15,0,4.22,Dataset 07.xlsx,97
103,M08,9.24,0.0007,9.15,Dataset 08.xlsx,97
103,M09,8.23,0.0019,7.82,Dataset 09.xlsx,97
103,M10,10.92,0.0008,7.09,Dataset 10.xlsx,97
103,M11,9.9,0.0014,6.47,Dataset 11.xlsx,97
103,M12,11.12,0.0009,10.81,Dataset 12.xlsx,97
103,M13,11.26,0.0014,7.87,Dataset 13.xlsx,97
103,M14,8.56,0.0018,10.41,Dataset 14.xlsx,97
103,M15,11.37,0.0019,6.1,Dataset 15.xlsx,97
103,M16,20.25,0.0008,15.2,Dataset 16.xlsx,97
103,M17,3.67,0.0027,2.98,Dataset 17.xlsx,97
103,M18,5.73,0.0012,2.98,Dataset 18.xlsx,97
103,M19,5.15,0.001,2.77,Dataset 19.xlsx,97
103,M20,6.58,0.0011,9.53,Dataset 20.xlsx,96
103,M21,5.12,0.0014,2.63,Dataset 21.xlsx,96
103,M22,9.95,0.0015,7.22,Dataset 22.xlsx,96
103,M23,8.09,0,9.79,Dataset 23.xlsx,96
103,M24,10.05,0.0018,5.44,Dataset 24.xlsx,96
103,M25,8.66,0.0011,5.66,Dataset 25.xlsx,104
103,M26,6.74,0.0019,7.64,Dataset 26.xlsx,104
103,M27,8.47,0.0031,5.57,Dataset 27.xlsx,104
103,M28,7.05,0.0012,8.04,Dataset 28.xlsx,104
103,M29,8.14,0.0009,3.87,Dataset 29.xlsx,104
103,M30,4.95,0.002,2.67,Dataset 30.xlsx,104
104,M01,7.31,0.001,4.76,Dataset 01.xlsx,98
104,M02,9.78,0.0005,9.69,Dataset 02.xlsx,98
104,M03,10.29,0.0005,6.57,Dataset 03.xlsx,98
104,M04,9.5,0.0009,5.87,Dataset 04.xlsx,98
104,M05,9.54,0,6.28,Dataset 05.xlsx,98
104,M06,12.86,0.0006,8.18,Dataset 06.xlsx,98
104,M07,14.12,0.0012,9.31,Dataset 07.xlsx,98
104,M08,18.5,0.0004,19.33,Dataset 08.xlsx,98
104,M09,17.4,0.0025,17.65,Dataset 09.xlsx,98
104,M10,20.13,0.0003,13.91,Dataset 10.xlsx,98
104,M11,19.36,0.0007,13.61,Dataset 11.xlsx,98
104,M12,26.34,0.0005,26.96,Dataset 12.xlsx,98
104,M13,26.56,0.0006,19.91,Dataset 13.xlsx,98
104,M14,23.05,0.0003,29.73,Dataset 14.xlsx,98
104,M15,26.79,0.0003,15.74,Dataset 15.xlsx,98
104,M16,54.88,0.0008,42.9,Dataset 16.xlsx,98
104,M17,7.33,0.0023,6.97,Dataset 17.xlsx,98
104,M18,10.07,0.0007,5.99,Dataset 18.xlsx,98
104,M19,9.14,0.0011,5.7,Dataset 19.xlsx,98
104,M20,11.44,0.0002,17.3,Dataset 20.xlsx,97
104,M21,8.71,0.0024,5.17,Dataset 21.xlsx,97
104,M22,21.42,0.0003,16.7,Dataset 22.xlsx,97
104,M23,18.23,0.0004,23.3,Dataset 23.xlsx,97
104,M24,21.96,0.0003,13.08,Dataset 24.xlsx,97
104,M25,14.27,0.0017,9.98,Dataset 25.xlsx,105
104,M26,12.95,0.0004,15.6,Dataset 26.xlsx,105
104,M27,16.77,0.0004,12,Dataset 27.xlsx,105
104,M28,14.82,0.0017,18,Dataset 28.xlsx,105
104,M29,16.71,0.0017,9.01,Dataset 29.xlsx,105
104,M30,10.31,0.0026,6.64,Dataset 30.xlsx,105
105,M01,5.45,0.0039,3.29,Dataset 01.xlsx,99
105,M02,7.18,0.0007,6.85,Dataset 02.xlsx,99
105,M03,6.23,0.0009,3.58,Dataset 03.xlsx,99
105,M04,5.79,0.0009,3.19,Dataset 04.xlsx,99
105,M05,5.67,0.0018,3.32,Dataset 05.xlsx,99
105,M06,7.87,0.0019,4.62,Dataset 06.xlsx,99
105,M07,8.03,0.0009,4.86,Dataset 07.xlsx,99
105,M08,10.96,0.0006,11.04,Dataset 08.xlsx,99
105,M09,9.86,0.001,9.58,Dataset 09.xlsx,99
105,M10,12.66,0.0005,8.38,Dataset 10.xlsx,99
105,M11,11.73,0.0004,7.85,Dataset 11.xlsx,99
105,M12,13.82,0.0015,13.67,Dataset 12.xlsx,99
105,M13,13.47,0.0004,9.61,Dataset 13.xlsx,99
105,M14,10.69,0.0009,13.25,Dataset 14.xlsx,99
105,M15,13.5,0.001,7.44,Dataset 15.xlsx,99
105,M16,27.07,0.0004,20.66,Dataset 16.xlsx,99
105,M17,4.38,0.0057,3.76,Dataset 17.xlsx,99
105,M18,6.31,0.0011,3.38,Dataset 18.xlsx,99
105,M19,5.12,0.001,2.75,Dataset 19.xlsx,99
105,M20,6.72,0.0007,9.75,Dataset 20.xlsx,98
105,M21,5.11,0.0042,2.62,Dataset 21.xlsx,98
105,M22,10.07,0.0009,7.32,Dataset 22.xlsx,98
105,M23,8.44,0.0008,10.25,Dataset 23.xlsx,98
105,M24,10.05,0.0012,5.44,Dataset 24.xlsx,98
105,M25,10.8,0.002,7.31,Dataset 25.xlsx,106
105,M26,9.1,0.0009,10.67,Dataset 26.xlsx,106
105,M27,10.42,0,7.08,Dataset 27.xlsx,106
105,M28,8.58,0.0029,10,Dataset 28.xlsx,106
105,M29,10.22,0,5.12,Dataset 29.xlsx,106
105,M30,6.22,0.0007,3.61,Dataset 30.xlsx,106
106,M01,6.6,0.0021,4.2,Dataset 01.xlsx,100
106,M02,8.76,0,8.57,Dataset 02.xlsx,100
106,M03,8.4,0.0006,5.18,Dataset 03.xlsx,100
106,M04,7.68,0.0013,4.55,Dataset 04.xlsx,100
106,M05,7.64,0,4.83,Dataset 05.xlsx,100
106,M06,10.65,0,6.61,Dataset 06.xlsx,100
106,M07,11.22,0,7.19,Dataset 07.xlsx,100
106,M08,15.34,0.0004,15.86,Dataset 08.xlsx,100
106,M09,14.19,0.0007,14.21,Dataset 09.xlsx,100
106,M10,17.09,0.0003,11.66,Dataset 10.xlsx,100
106,M11,16.15,0.0004,11.18,Dataset 11.xlsx,100
106,M12,20.97,0.0008,21.26,Dataset 12.xlsx,100
106,M13,20.37,0.0004,15.04,Dataset 13.xlsx,100
106,M14,16.83,0.0012,21.44,Dataset 14.xlsx,100
106,M15,20.31,0.0009,11.69,Dataset 15.xlsx,100
106,M16,46.05,0,35.84,Dataset 16.xlsx,100
106,M17,6.18,0.0016,5.71,Dataset 17.xlsx,100
106,M18,8.29,0.0017,4.76,Dataset 18.xlsx,100
106,M19,6.85,0.0008,4.02,Dataset 19.xlsx,100
106,M20,9.12,0.0007,13.58,Dataset 20.xlsx,99
106,M21,6.61,0.0011,3.68,Dataset 21.xlsx,99
106,M22,14.87,0.0013,11.29,Dataset 22.xlsx,99
106,M23,12.44,0.0017,15.58,Dataset 23.xlsx,99
106,M24,15.13,0.001,8.7,Dataset 24.xlsx,99
106,M25,12.98,0.001,8.98,Dataset 25.xlsx,107
106,M26,11.57,0.0015,13.83,Dataset 26.xlsx,107
106,M27,14.11,0.0007,9.93,Dataset 27.xlsx,107
106,M28,11.95,0.0007,14.32,Dataset 28.xlsx,107
106,M29,13.91,0.001,7.33,Dataset 29.xlsx,107
106,M30,8.42,0.0007,5.24,Dataset 30.xlsx,107
107,M01,7.64,0.0019,5.02,Dataset 01.xlsx,101
107,M02,10.13,0.0006,10.07,Dataset 02.xlsx,101
107,M03,10.85,0.0007,6.99,Dataset 03.xlsx,101
107,M04,9.91,0.0005,6.17,Dataset 04.xlsx,101
107,M05,10.02,0,6.65,Dataset 05.xlsx,101
107,M06,13.61,0,8.72,Dataset 06.xlsx,101
107,M07,14.88,0.0005,9.86,Dataset 07.xlsx,101
107,M08,19.26,0.0003,20.16,Dataset 08.xlsx,101
107,M09,17.39,0.0013,17.65,Dataset 09.xlsx,101
107,M10,20.96,0.0004,14.53,Dataset 10.xlsx,101
107,M11,20.01,0,14.1,Dataset 11.xlsx,101
107,M12,27.43,0.0005,28.12,Dataset 12.xlsx,101
107,M13,28.21,0,21.21,Dataset 13.xlsx,101
107,M14,24.39,0.0015,31.52,Dataset 14.xlsx,101
107,M15,28.15,0.0015,16.59,Dataset 15.xlsx,101
107,M16,56.68,0.0003,44.34,Dataset 16.xlsx,101
107,M17,7.63,0.0013,7.29,Dataset 17.xlsx,101
107,M18,10.46,0.0027,6.26,Dataset 18.xlsx,101
107,M19,9.18,0.0006,5.72,Dataset 19.xlsx,101
107,M20,11.36,0.0013,17.18,Dataset 20.xlsx,100
107,M21,8.51,0.0058,5.04,Dataset 21.xlsx,100
107,M22,21.01,0.0016,16.36,Dataset 22.xlsx,100
107,M23,17.63,0.0016,22.5,Dataset 23.xlsx,100
107,M24,21.56,0.0017,12.82,Dataset 24.xlsx,100
107,M25,14.75,0.0038,10.35,Dataset 25.xlsx,108
107,M26,13.4,0.0022,16.18,Dataset 26.xlsx,108
107,M27,17.65,0.002,12.68,Dataset 27.xlsx,108
107,M28,15.52,0.0037,18.9,Dataset 28.xlsx,108
107,M29,17.49,0.0004,9.47,Dataset 29.xlsx,108
107,M30,10.9,0,7.07,Dataset 30.xlsx,108
108,M01,7.76,0.0009,5.11,Dataset 01.xlsx,102
108,M02,10.32,0.0008,10.28,Dataset 02.xlsx,102
108,M03,11.29,0.0005,7.31,Dataset 03.xlsx,102
108,M04,10.45,0,6.56,Dataset 04.xlsx,102
108,M05,10.53,0,7.04,Dataset 05.xlsx,102
