compound_id,method_id,rt_min,rsd_source,retention_factor_source,source_file,source_row
280,M05,9.62,0.0007,6.34,Dataset 05.xlsx,273
280,M06,13.49,0.0005,8.64,Dataset 06.xlsx,273
280,M07,14.35,0,9.47,Dataset 07.xlsx,273
280,M08,19.01,0.0003,19.89,Dataset 08.xlsx,273
280,M09,17.88,0.0004,18.17,Dataset 09.xlsx,273
280,M10,20.96,0.001,14.53,Dataset 10.xlsx,273
280,M11,19.7,0.0004,13.87,Dataset 11.xlsx,273
280,M12,26.94,0.0006,27.6,Dataset 12.xlsx,273
280,M13,25.8,0.0003,19.31,Dataset 13.xlsx,273
280,M14,23.22,0.0005,29.96,Dataset 14.xlsx,273
280,M15,26.77,0.0011,15.73,Dataset 15.xlsx,273
280,M16,54.17,0.0005,42.34,Dataset 16.xlsx,273
280,M17,7.16,0.0024,6.78,Dataset 17.xlsx,273
280,M18,10.13,0.0007,6.03,Dataset 18.xlsx,273
280,M19,7.68,0.0027,4.63,Dataset 19.xlsx,273
280,M20,8.44,0.0011,12.5,Dataset 20.xlsx,268
280,M21,6.94,0,3.92,Dataset 21.xlsx,268
280,M22,14.79,0.0008,11.22,Dataset 22.xlsx,268
280,M23,14.22,0.002,17.96,Dataset 23.xlsx,268
280,M24,14.63,0.0017,8.38,Dataset 24.xlsx,268
280,M25,14.36,0.0001,10.05,Dataset 25.xlsx,281
280,M26,13.21,0.0008,15.94,Dataset 26.xlsx,281
280,M27,17.15,0.0004,12.29,Dataset 27.xlsx,281
280,M28,15.33,0,18.65,Dataset 28.xlsx,281
280,M29,17.09,0,9.23,Dataset 29.xlsx,281
280,M30,10.85,0,7.04,Dataset 30.xlsx,281
281,M01,6.65,0,4.24,Dataset 01.xlsx,274
281,M02,8.79,0.0006,8.61,Dataset 02.xlsx,274
281,M03,8.5,0.0006,5.26,Dataset 03.xlsx,274
281,M04,7.79,0.0017,4.63,Dataset 04.xlsx,274
281,M05,8.11,0,5.19,Dataset 05.xlsx,274
281,M06,10.84,0,6.74,Dataset 06.xlsx,274
281,M07,11.47,0.0018,7.37,Dataset 07.xlsx,274
281,M08,15.85,0.0004,16.42,Dataset 08.xlsx,274
281,M09,14.89,0.0004,14.97,Dataset 09.xlsx,274
281,M10,17.38,0.0003,11.87,Dataset 10.xlsx,274
281,M11,17.09,0.001,11.9,Dataset 11.xlsx,274
281,M12,22.13,0.0015,22.49,Dataset 12.xlsx,274
281,M13,21.52,0.0009,15.94,Dataset 13.xlsx,274
281,M14,18.48,0.0003,23.64,Dataset 14.xlsx,274
281,M15,21.34,0.0003,12.33,Dataset 15.xlsx,274
281,M16,48.83,0.0002,38.06,Dataset 16.xlsx,274
281,M17,5.88,0.0017,5.39,Dataset 17.xlsx,274
281,M18,8,0.0009,4.56,Dataset 18.xlsx,274
281,M19,5.52,0.0018,3.04,Dataset 19.xlsx,274
281,M20,6.98,0.0003,10.17,Dataset 20.xlsx,269
281,M21,5.01,0.0014,2.55,Dataset 21.xlsx,269
281,M22,10.44,0.0004,7.63,Dataset 22.xlsx,269
281,M23,9.6,0.0029,11.8,Dataset 23.xlsx,269
281,M24,10.17,0.0006,5.52,Dataset 24.xlsx,269
281,M25,14.32,0.0006,10.02,Dataset 25.xlsx,282
281,M26,13.04,0.0003,15.72,Dataset 26.xlsx,282
281,M27,16.98,0.0016,12.16,Dataset 27.xlsx,282
281,M28,15.06,0.0005,18.31,Dataset 28.xlsx,282
281,M29,16.73,0.0021,9.01,Dataset 29.xlsx,282
281,M30,10.45,0.0004,6.74,Dataset 30.xlsx,282
282,M01,8.28,0.0024,5.52,Dataset 01.xlsx,275
282,M02,11.06,0.0005,11.08,Dataset 02.xlsx,275
282,M03,13.15,0.0004,8.68,Dataset 03.xlsx,275
282,M04,12.3,0.0004,7.9,Dataset 04.xlsx,275
282,M05,12.52,0,8.56,Dataset 05.xlsx,275
282,M06,15.77,0.0003,10.27,Dataset 06.xlsx,275
282,M07,18.62,0.0003,12.59,Dataset 07.xlsx,275
282,M08,22.73,0.0003,23.98,Dataset 08.xlsx,275
282,M09,21.57,0,22.13,Dataset 09.xlsx,275
282,M10,24.08,0.0003,16.83,Dataset 10.xlsx,275
282,M11,23.51,0.0004,16.74,Dataset 11.xlsx,275
282,M12,33.77,0.0003,34.85,Dataset 12.xlsx,275
282,M13,35.36,0.0003,26.84,Dataset 13.xlsx,275
282,M14,32.72,0,42.63,Dataset 14.xlsx,275
282,M15,35.87,0,21.42,Dataset 15.xlsx,275
282,M16,64.63,0,50.7,Dataset 16.xlsx,275
282,M17,8.81,0.0017,8.57,Dataset 17.xlsx,275
282,M18,12.65,0.0008,7.78,Dataset 18.xlsx,275
282,M19,11.6,0.0005,7.5,Dataset 19.xlsx,275
282,M20,13.43,0,20.49,Dataset 20.xlsx,270
282,M21,10.79,0.0007,6.65,Dataset 21.xlsx,270
282,M22,27.87,0,22.03,Dataset 22.xlsx,270
282,M23,24.74,0.0006,31.99,Dataset 23.xlsx,270
282,M24,28.52,0,17.28,Dataset 24.xlsx,270
282,M25,15.84,0.0004,11.18,Dataset 25.xlsx,283
282,M26,14.73,0,17.88,Dataset 26.xlsx,283
282,M27,20.3,0.0007,14.74,Dataset 27.xlsx,283
282,M28,18.73,0.0004,23.01,Dataset 28.xlsx,283
282,M29,20.25,0.0014,11.13,Dataset 29.xlsx,283
282,M30,13.18,0.0004,8.76,Dataset 30.xlsx,283
283,M01,7.36,0.0021,4.8,Dataset 01.xlsx,276
283,M02,9.89,0.0006,9.8,Dataset 02.xlsx,276
283,M03,10.61,0.0005,6.81,Dataset 03.xlsx,276
283,M04,9.82,0.0007,6.1,Dataset 04.xlsx,276
283,M05,9.82,0,6.5,Dataset 05.xlsx,276
283,M06,13.16,0,8.4,Dataset 06.xlsx,276
283,M07,14.72,0.0005,9.74,Dataset 07.xlsx,276
283,M08,19.13,0.0003,20.02,Dataset 08.xlsx,276
283,M09,18.03,0.0003,18.34,Dataset 09.xlsx,276
283,M10,20.58,0.0003,14.24,Dataset 10.xlsx,276
283,M11,19.78,0,13.93,Dataset 11.xlsx,276
283,M12,27.63,0.0005,28.33,Dataset 12.xlsx,276
283,M13,27.96,0,21.02,Dataset 13.xlsx,276
283,M14,24.84,0.0004,32.12,Dataset 14.xlsx,276
283,M15,27.99,0.001,16.49,Dataset 15.xlsx,276
283,M16,56.63,0.0001,44.3,Dataset 16.xlsx,276
283,M17,7.46,0.0013,7.11,Dataset 17.xlsx,276
283,M18,10.4,0.002,6.22,Dataset 18.xlsx,276
283,M19,8.51,0,5.23,Dataset 19.xlsx,276
283,M20,10.93,0.0009,16.48,Dataset 20.xlsx,271
283,M21,8.11,0,4.75,Dataset 21.xlsx,271
283,M22,19.81,0.0004,15.37,Dataset 22.xlsx,271
283,M23,17.07,0.0174,21.76,Dataset 23.xlsx,271
283,M24,20.15,0.0012,11.92,Dataset 24.xlsx,271
283,M25,13.82,0.0003,9.63,Dataset 25.xlsx,284
283,M26,12.6,0.0006,15.15,Dataset 26.xlsx,284
283,M27,16.01,0.0004,11.41,Dataset 27.xlsx,284
283,M28,14.22,0,17.23,Dataset 28.xlsx,284
283,M29,16.06,0,8.62,Dataset 29.xlsx,284
283,M30,9.85,0.0004,6.3,Dataset 30.xlsx,284
284,M01,8.11,0.0009,5.39,Dataset 01.xlsx,277
284,M02,12.48,0.0008,12.63,Dataset 02.xlsx,277
284,M03,15.18,0.0005,10.17,Dataset 03.xlsx,277
284,M04,14.18,0.0006,9.26,Dataset 04.xlsx,277
284,M05,14.5,0,10.07,Dataset 05.xlsx,277
284,M06,18.3,0.0008,12.07,Dataset 06.xlsx,277
284,M07,21.63,0.0051,14.79,Dataset 07.xlsx,277
284,M08,25.51,0.0003,27.03,Dataset 08.xlsx,277
284,M09,24.15,0.0004,24.9,Dataset 09.xlsx,277
284,M10,26.99,0.0003,18.99,Dataset 10.xlsx,277
284,M11,26.18,0.0003,18.75,Dataset 11.xlsx,277
284,M12,38.34,0.0002,39.7,Dataset 12.xlsx,277
284,M13,41.36,0.0002,31.57,Dataset 13.xlsx,277
284,M14,38.95,0.0002,50.93,Dataset 14.xlsx,277
284,M15,41.18,0.0001,24.74,Dataset 15.xlsx,277
284,M16,71.11,0.0005,55.89,Dataset 16.xlsx,277
284,M17,9.96,0.0024,9.83,Dataset 17.xlsx,277
284,M18,14.35,0.0007,8.97,Dataset 18.xlsx,277
284,M19,15.22,0.0005,10.15,Dataset 19.xlsx,277
284,M20,16.47,0.0001,25.34,Dataset 20.xlsx,272
284,M21,13.94,0.002,8.89,Dataset 21.xlsx,272
284,M22,37.38,0.0002,29.89,Dataset 22.xlsx,272
284,M23,34.54,0.0006,45.05,Dataset 23.xlsx,272
284,M24,37.14,0.0001,22.81,Dataset 24.xlsx,272
284,M25,18.01,0.0016,12.85,Dataset 25.xlsx,285
284,M26,16.43,0.0003,20.06,Dataset 26.xlsx,285
284,M27,23.21,0.0005,16.99,Dataset 27.xlsx,285
284,M28,21.56,0.0015,26.64,Dataset 28.xlsx,285
284,M29,22.75,0.0003,12.62,Dataset 29.xlsx,285
284,M30,15.27,0.0008,10.31,Dataset 30.xlsx,285
285,M01,7.29,0.001,4.74,Dataset 01.xlsx,278
285,M02,9.7,0,9.6,Dataset 02.xlsx,278
285,M03,10.2,0.0007,6.51,Dataset 03.xlsx,278
285,M04,9.13,0.0009,5.61,Dataset 04.xlsx,278
285,M05,9.3,0.0015,6.1,Dataset 05.xlsx,278
285,M06,12.86,0.0004,8.18,Dataset 06.xlsx,278
285,M07,14.05,0.0005,9.25,Dataset 07.xlsx,278
285,M08,18.47,0.0004,19.29,Dataset 08.xlsx,278
285,M09,16.98,0.0006,17.21,Dataset 09.xlsx,278
285,M10,19.99,0.0004,13.8,Dataset 10.xlsx,278
285,M11,18.99,0.001,13.33,Dataset 11.xlsx,278
285,M12,26.44,0.0005,27.06,Dataset 12.xlsx,278
285,M13,26.93,0.0008,20.2,Dataset 13.xlsx,278
285,M14,23.54,0.0005,30.39,Dataset 14.xlsx,278
285,M15,26.37,0,15.48,Dataset 15.xlsx,278
285,M16,55.47,0.0003,43.38,Dataset 16.xlsx,278
285,M17,7.1,0.0021,6.71,Dataset 17.xlsx,278
285,M18,9.74,0.0022,5.76,Dataset 18.xlsx,278
285,M19,7.94,0.0026,4.82,Dataset 19.xlsx,278
285,M20,10.34,0,15.54,Dataset 20.xlsx,273
285,M21,7.42,0.001,4.26,Dataset 21.xlsx,273
285,M22,17.98,0.0006,13.86,Dataset 22.xlsx,273
285,M23,15.32,0.0018,19.43,Dataset 23.xlsx,273
285,M24,18.14,0,10.63,Dataset 24.xlsx,273
285,M25,14.23,0.0007,9.95,Dataset 25.xlsx,286
285,M26,12.95,0.0008,15.6,Dataset 26.xlsx,286
285,M27,16.81,0.0009,12.03,Dataset 27.xlsx,286
285,M28,14.9,0.0006,18.1,Dataset 28.xlsx,286
285,M29,16.41,0.0009,8.83,Dataset 29.xlsx,286
285,M30,10.23,0.0017,6.57,Dataset 30.xlsx,286
286,M01,6.95,0.0041,4.47,Dataset 01.xlsx,279
286,M02,9.95,0.001,9.87,Dataset 02.xlsx,279
286,M03,10.71,0.0012,6.89,Dataset 03.xlsx,279
286,M04,9.75,0.0019,6.05,Dataset 04.xlsx,279
286,M05,9.71,0.0015,6.41,Dataset 05.xlsx,279
286,M06,13.13,0.0011,8.38,Dataset 06.xlsx,279
286,M07,14.29,0,9.43,Dataset 07.xlsx,279
286,M08,18.87,0.0004,19.74,Dataset 08.xlsx,279
286,M09,17.73,0.0011,18.01,Dataset 09.xlsx,279
286,M10,20.45,0.0007,14.15,Dataset 10.xlsx,279
286,M11,19.62,0.001,13.81,Dataset 11.xlsx,279
286,M12,26.84,0.0004,27.49,Dataset 12.xlsx,279
286,M13,25.55,0.0008,19.12,Dataset 13.xlsx,279
286,M14,22.85,0.0004,29.47,Dataset 14.xlsx,279
286,M15,26.37,0,15.48,Dataset 15.xlsx,279
286,M16,53.86,0.0001,42.09,Dataset 16.xlsx,279
286,M17,7.03,0.0035,6.65,Dataset 17.xlsx,279
286,M18,9.88,0,5.86,Dataset 18.xlsx,279
286,M19,6.34,0.0009,3.64,Dataset 19.xlsx,279
286,M20,8.54,0,12.66,Dataset 20.xlsx,274
286,M21,6.99,0.003,3.96,Dataset 21.xlsx,274
286,M22,14.97,0.0006,11.37,Dataset 22.xlsx,274
286,M23,14.04,0.004,17.72,Dataset 23.xlsx,274
286,M24,14.7,0,8.42,Dataset 24.xlsx,274
286,M25,13.81,0.0017,9.62,Dataset 25.xlsx,287
286,M26,12.67,0.0006,15.24,Dataset 26.xlsx,287
286,M27,16.11,0.0013,11.48,Dataset 27.xlsx,287
286,M28,14.38,0.0017,17.44,Dataset 28.xlsx,287
286,M29,16.24,0.0004,8.72,Dataset 29.xlsx,287
286,M30,10.11,0.0021,6.49,Dataset 30.xlsx,287
287,M01,7.77,0.0009,5.12,Dataset 01.xlsx,280
287,M02,10.52,0,10.5,Dataset 02.xlsx,280
287,M03,12.04,0.0004,7.86,Dataset 03.xlsx,280
287,M04,11.57,0.0006,7.37,Dataset 04.xlsx,280
287,M05,11.57,0,7.83,Dataset 05.xlsx,280
287,M06,14.59,0.001,9.42,Dataset 06.xlsx,280
287,M07,16.93,0.0004,11.36,Dataset 07.xlsx,280
287,M08,21.19,0.0003,22.28,Dataset 08.xlsx,280
287,M09,20.54,0.0004,21.03,Dataset 09.xlsx,280
287,M10,22.59,0.0002,15.73,Dataset 10.xlsx,280
287,M11,22.23,0.0003,15.77,Dataset 11.xlsx,280
287,M12,31.19,0.0005,32.11,Dataset 12.xlsx,280
287,M13,32.13,0.0002,24.3,Dataset 13.xlsx,280
287,M14,29.36,0.0003,38.15,Dataset 14.xlsx,280
287,M15,32.72,0.0002,19.45,Dataset 15.xlsx,280
287,M16,61.15,0.0001,47.92,Dataset 16.xlsx,280
287,M17,8.43,0.0028,8.16,Dataset 17.xlsx,280
287,M18,11.98,0.0014,7.32,Dataset 18.xlsx,280
287,M19,10.39,0.0005,6.61,Dataset 19.xlsx,280
287,M20,12.47,0.0002,18.95,Dataset 20.xlsx,275
287,M21,10.08,0.0021,6.15,Dataset 21.xlsx,275
287,M22,24.73,0.0003,19.44,Dataset 22.xlsx,275
287,M23,21.75,0.0007,28,Dataset 23.xlsx,275
287,M24,25.47,0.0002,15.33,Dataset 24.xlsx,275
287,M25,14.96,0.0017,10.51,Dataset 25.xlsx,288
287,M26,13.89,0.0005,16.81,Dataset 26.xlsx,288
287,M27,18.57,0.0008,13.39,Dataset 27.xlsx,288
287,M28,16.95,0.0015,20.73,Dataset 28.xlsx,288
287,M29,18.6,0,10.14,Dataset 29.xlsx,288
287,M30,11.85,0,7.78,Dataset 30.xlsx,288
288,M01,7.23,0.002,4.69,Dataset 01.xlsx,281
288,M02,10.08,0.0005,10.01,Dataset 02.xlsx,281
288,M03,11.12,0.0004,7.19,Dataset 03.xlsx,281
288,M04,10.58,0.0007,6.65,Dataset 04.xlsx,281
288,M05,10.41,0.0007,6.94,Dataset 05.xlsx,281
288,M06,13.16,0,8.4,Dataset 06.xlsx,281
288,M07,15.54,0.001,10.34,Dataset 07.xlsx,281
288,M08,19.89,0.0003,20.86,Dataset 08.xlsx,281
288,M09,19.14,0.0005,19.53,Dataset 09.xlsx,281
288,M10,21.31,0.0002,14.79,Dataset 10.xlsx,281
288,M11,20.6,0,14.55,Dataset 11.xlsx,281
288,M12,29.01,0.0008,29.8,Dataset 12.xlsx,281
288,M13,28.32,0,21.3,Dataset 13.xlsx,281
288,M14,25.54,0.0005,33.05,Dataset 14.xlsx,281
288,M15,29.67,0.0006,17.54,Dataset 15.xlsx,281
288,M16,57.05,0.0002,44.64,Dataset 16.xlsx,281
288,M17,7.87,0.0012,7.55,Dataset 17.xlsx,281
288,M18,11.09,0.0026,6.7,Dataset 18.xlsx,281
288,M19,8.92,0.0006,5.53,Dataset 19.xlsx,281
288,M20,12.59,0.0005,19.14,Dataset 20.xlsx,276
288,M21,9.44,0.003,5.69,Dataset 21.xlsx,276
288,M22,23.58,0.0005,18.49,Dataset 22.xlsx,276
288,M23,18.75,0.0019,23.99,Dataset 23.xlsx,276
288,M24,23.94,0.0006,14.35,Dataset 24.xlsx,276
288,M25,14.19,0.0021,9.92,Dataset 25.xlsx,289
288,M26,13.12,0.0008,15.82,Dataset 26.xlsx,289
288,M27,17.03,0.0005,12.2,Dataset 27.xlsx,289
288,M28,15.44,0.0021,18.79,Dataset 28.xlsx,289
288,M29,17.45,0.0009,9.45,Dataset 29.xlsx,289
288,M30,10.69,0.0012,6.92,Dataset 30.xlsx,289
289,M01,8.54,0.0032,5.72,Dataset 01.xlsx,282
289,M02,11.27,0.0004,11.31,Dataset 02.xlsx,282
289,M03,13.51,0,8.95,Dataset 03.xlsx,282
289,M04,12.65,0.0005,8.15,Dataset 04.xlsx,282
289,M05,12.88,0,8.83,Dataset 05.xlsx,282
289,M06,16.25,0.0006,10.61,Dataset 06.xlsx,282
289,M07,19.14,0,12.97,Dataset 07.xlsx,282
289,M08,23.21,0.0003,24.51,Dataset 08.xlsx,282
289,M09,22.05,0.0061,22.65,Dataset 09.xlsx,282
289,M10,24.59,0,17.21,Dataset 10.xlsx,282
289,M11,23.95,0.0003,17.07,Dataset 11.xlsx,282
289,M12,34.53,0.0009,35.66,Dataset 12.xlsx,282
289,M13,36.48,0.0002,27.72,Dataset 13.xlsx,282
289,M14,33.83,0,44.11,Dataset 14.xlsx,282
289,M15,36.78,0.0003,21.99,Dataset 15.xlsx,282
289,M16,65.84,0,51.67,Dataset 16.xlsx,282
289,M17,9.04,0.0021,8.83,Dataset 17.xlsx,282
289,M18,12.96,0.0005,8,Dataset 18.xlsx,282
289,M19,12.57,0.0009,8.21,Dataset 19.xlsx,282
289,M20,14.55,0.0003,22.28,Dataset 20.xlsx,277
289,M21,11.24,0.0006,6.97,Dataset 21.xlsx,277
289,M22,30.09,0,23.87,Dataset 22.xlsx,277
289,M23,26.54,0.0009,34.39,Dataset 23.xlsx,277
289,M24,30.93,0.0003,18.83,Dataset 24.xlsx,277
289,M25,16.17,0.0004,11.44,Dataset 25.xlsx,290
289,M26,14.99,0,18.22,Dataset 26.xlsx,290
289,M27,20.83,0.0002,15.15,Dataset 27.xlsx,290
289,M28,19.23,0.0004,23.65,Dataset 28.xlsx,290
289,M29,20.68,0.0003,11.38,Dataset 29.xlsx,290
289,M30,13.55,0,9.04,Dataset 30.xlsx,290
290,M01,7.64,0.0019,5.02,Dataset 01.xlsx,283
290,M02,10.22,0.0005,10.17,Dataset 02.xlsx,283
290,M03,11.19,0.0006,7.24,Dataset 03.xlsx,283
290,M04,10.22,0.0008,6.39,Dataset 04.xlsx,283
290,M05,10.41,0.0007,6.94,Dataset 05.xlsx,283
290,M06,13.84,0.001,8.89,Dataset 06.xlsx,283
290,M07,15.54,0,10.34,Dataset 07.xlsx,283
290,M08,19.91,0.0003,20.88,Dataset 08.xlsx,283
290,M09,18.58,0.0018,18.92,Dataset 09.xlsx,283
290,M10,21.43,0.0003,14.87,Dataset 10.xlsx,283
290,M11,20.59,0.0006,14.54,Dataset 11.xlsx,283
290,M12,28.78,0.0005,29.55,Dataset 12.xlsx,283
290,M13,29.45,0.0005,22.19,Dataset 13.xlsx,283
290,M14,26.07,0.0005,33.76,Dataset 14.xlsx,283
290,M15,29.65,0.0007,17.53,Dataset 15.xlsx,283
290,M16,58.21,0.0002,45.57,Dataset 16.xlsx,283
290,M17,7.74,0.0031,7.41,Dataset 17.xlsx,283
290,M18,10.76,0,6.47,Dataset 18.xlsx,283
290,M19,8.62,0.0016,5.32,Dataset 19.xlsx,283
290,M20,10.94,0.0007,16.5,Dataset 20.xlsx,278
290,M21,8.06,0,4.71,Dataset 21.xlsx,278
290,M22,19.82,0.0006,15.38,Dataset 22.xlsx,278
290,M23,16.45,0.0004,20.93,Dataset 23.xlsx,278
290,M24,20.17,0.0009,11.93,Dataset 24.xlsx,278
290,M25,14.81,0.0002,10.39,Dataset 25.xlsx,291
290,M26,13.53,0.0007,16.35,Dataset 26.xlsx,291
290,M27,17.98,0.0004,12.93,Dataset 27.xlsx,291
290,M28,16.07,0,19.6,Dataset 28.xlsx,291
290,M29,17.87,0,9.7,Dataset 29.xlsx,291
290,M30,11.24,0.0004,7.33,Dataset 30.xlsx,291
291,M01,7.5,0.0019,4.91,Dataset 01.xlsx,284
291,M02,10.37,0,10.33,Dataset 02.xlsx,284
291,M03,11.74,0.0004,7.64,Dataset 03.xlsx,284
291,M04,11.16,0.0005,7.07,Dataset 04.xlsx,284
291,M05,11.02,0,7.41,Dataset 05.xlsx,284
291,M06,13.87,0.0005,8.9,Dataset 06.xlsx,284
291,M07,16.5,0.0003,11.04,Dataset 07.xlsx,284
291,M08,20.79,0.0003,21.84,Dataset 08.xlsx,284
291,M09,19.97,0.0009,20.42,Dataset 09.xlsx,284
291,M10,22.16,0.0002,15.41,Dataset 10.xlsx,284
291,M11,21.47,0,15.2,Dataset 11.xlsx,284
291,M12,30.55,0.0009,31.43,Dataset 12.xlsx,284
291,M13,30.32,0,22.87,Dataset 13.xlsx,284
291,M14,27.57,0.0002,35.76,Dataset 14.xlsx,284
291,M15,31.54,0.0007,18.71,Dataset 15.xlsx,284
291,M16,59.22,0.0002,46.38,Dataset 16.xlsx,284
291,M17,8.19,0.0021,7.9,Dataset 17.xlsx,284
291,M18,11.64,0.0024,7.08,Dataset 18.xlsx,284
291,M19,8.61,0.0013,5.31,Dataset 19.xlsx,284
291,M20,12.35,0.0006,18.76,Dataset 20.xlsx,279
291,M21,9.14,0.0031,5.48,Dataset 21.xlsx,279
291,M22,23.08,0.0003,18.07,Dataset 22.xlsx,279
291,M23,18.43,0.0004,23.57,Dataset 23.xlsx,279
291,M24,29.56,0.0006,17.95,Dataset 24.xlsx,279
291,M25,14.6,0.0028,10.23,Dataset 25.xlsx,292
291,M26,13.54,0.0004,16.36,Dataset 26.xlsx,292
291,M27,17.87,0.0007,12.85,Dataset 27.xlsx,292
291,M28,16.32,0.002,19.92,Dataset 28.xlsx,292
291,M29,18.25,0.0012,9.93,Dataset 29.xlsx,292
291,M30,11.34,0.004,7.4,Dataset 30.xlsx,292
292,M01,8.33,0.0021,5.56,Dataset 01.xlsx,285
292,M02,11.26,0.001,11.31,Dataset 02.xlsx,285
292,M03,13.47,0.0007,8.92,Dataset 03.xlsx,285
292,M04,12.45,0.0005,8.01,Dataset 04.xlsx,285
292,M05,12.12,0,8.25,Dataset 05.xlsx,285
292,M06,15.89,0.0006,10.35,Dataset 06.xlsx,285
292,M07,19.08,0.0007,12.93,Dataset 07.xlsx,285
292,M08,23.16,0.0003,24.45,Dataset 08.xlsx,285
292,M09,21.78,0.0003,22.35,Dataset 09.xlsx,285
292,M10,24.51,0.0005,17.15,Dataset 10.xlsx,285
292,M11,23.04,0,16.39,Dataset 11.xlsx,285
292,M12,34.46,0.0003,35.58,Dataset 12.xlsx,285
292,M13,35.58,0,27.02,Dataset 13.xlsx,285
292,M14,32.92,0.0002,42.89,Dataset 14.xlsx,285
292,M15,36.45,0.0002,21.78,Dataset 15.xlsx,285
292,M16,64.87,0.0001,50.9,Dataset 16.xlsx,285
292,M17,9.2,0.0022,8.99,Dataset 17.xlsx,285
292,M18,13.3,0.0004,8.24,Dataset 18.xlsx,285
292,M19,11.65,0.0005,7.53,Dataset 19.xlsx,285
292,M20,14.14,0.0001,21.62,Dataset 20.xlsx,280
292,M21,11.46,0.0086,7.12,Dataset 21.xlsx,280
292,M22,29.99,0.0002,23.79,Dataset 22.xlsx,280
292,M23,26.78,0.0008,34.7,Dataset 23.xlsx,280
292,M24,30.87,0.0002,18.79,Dataset 24.xlsx,280
292,M25,15.2,0.0067,10.69,Dataset 25.xlsx,293
292,M26,14.1,0.0004,17.08,Dataset 26.xlsx,293
292,M27,19.04,0.0004,13.76,Dataset 27.xlsx,293
292,M28,17.41,0.0066,21.32,Dataset 28.xlsx,293
292,M29,19.45,0.0004,10.64,Dataset 29.xlsx,293
292,M30,12.32,0.0004,8.13,Dataset 30.xlsx,293
293,M01,5.28,0.0019,3.16,Dataset 01.xlsx,286
293,M02,7.37,0.0007,7.05,Dataset 02.xlsx,286
293,M03,6.31,0.0013,3.64,Dataset 03.xlsx,286
293,M04,5.84,0.0009,3.22,Dataset 04.xlsx,286
293,M05,5.61,0.0021,3.28,Dataset 05.xlsx,286
293,M06,7.72,0.0019,4.51,Dataset 06.xlsx,286
293,M07,8.33,0.0008,5.08,Dataset 07.xlsx,286
293,M08,12.1,0.0005,12.3,Dataset 08.xlsx,286
293,M09,11.04,0.0005,10.84,Dataset 09.xlsx,286
293,M10,13.55,0.0007,9.03,Dataset 10.xlsx,286
293,M11,12.48,0.0004,8.42,Dataset 11.xlsx,286
293,M12,16.12,0.0009,16.11,Dataset 12.xlsx,286
293,M13,14.23,0.0004,10.2,Dataset 13.xlsx,286
293,M14,12.06,0.001,15.08,Dataset 14.xlsx,286
293,M15,14.35,0.0005,7.97,Dataset 15.xlsx,286
293,M16,32.7,0.0003,25.16,Dataset 16.xlsx,286
293,M17,4.94,0.005,4.37,Dataset 17.xlsx,286
293,M18,6.77,0,3.7,Dataset 18.xlsx,286
293,M19,5.02,0.002,2.68,Dataset 19.xlsx,286
293,M20,7.44,0.0003,10.9,Dataset 20.xlsx,281
293,M21,5.33,0.004,2.78,Dataset 21.xlsx,281
293,M22,11.34,0.001,8.37,Dataset 22.xlsx,281
293,M23,9.82,0.0026,12.09,Dataset 23.xlsx,281
293,M24,11.2,0.0005,6.18,Dataset 24.xlsx,281
293,M25,10.58,0.0023,7.14,Dataset 25.xlsx,294
293,M26,9.24,0.0011,10.85,Dataset 26.xlsx,294
293,M27,10.1,0,6.83,Dataset 27.xlsx,294
293,M28,8.63,0.0029,10.06,Dataset 28.xlsx,294
293,M29,10.03,0.0026,5.01,Dataset 29.xlsx,294
293,M30,5.84,0.0004,3.32,Dataset 30.xlsx,294
294,M01,7.2,0.0021,4.67,Dataset 01.xlsx,287
294,M02,9.69,0.001,9.59,Dataset 02.xlsx,287
294,M03,10.41,0.0012,6.67,Dataset 03.xlsx,287
294,M04,9.98,0.0008,6.22,Dataset 04.xlsx,287
294,M05,10.17,0,6.76,Dataset 05.xlsx,287
294,M06,13.04,0.0005,8.31,Dataset 06.xlsx,287
294,M07,14.5,0,9.58,Dataset 07.xlsx,287
294,M08,18.9,0.0003,19.76,Dataset 08.xlsx,287
294,M09,18.36,0,18.69,Dataset 09.xlsx,287
294,M10,20.27,0.0007,14.01,Dataset 10.xlsx,287
294,M11,20.26,0.0004,14.29,Dataset 11.xlsx,287
294,M12,27.48,0.0004,28.17,Dataset 12.xlsx,287
294,M13,28.16,0.0004,21.17,Dataset 13.xlsx,287
294,M14,26.19,0.0005,33.92,Dataset 14.xlsx,287
294,M15,28.1,0,16.56,Dataset 15.xlsx,287
294,M16,56.9,0.0002,44.52,Dataset 16.xlsx,287
294,M17,7.45,0.0023,7.09,Dataset 17.xlsx,287
294,M18,10.45,0,6.26,Dataset 18.xlsx,287
294,M19,8.12,0.0024,4.95,Dataset 19.xlsx,287
294,M20,10.11,0,15.17,Dataset 20.xlsx,282
294,M21,7.8,0.0027,4.53,Dataset 21.xlsx,282
294,M22,17.94,0.0006,13.83,Dataset 22.xlsx,282
294,M23,18.6,0.0004,23.8,Dataset 23.xlsx,282
294,M24,17.1,0,9.96,Dataset 24.xlsx,282
294,M25,15.46,0.0015,10.89,Dataset 25.xlsx,295
294,M26,14.33,0.0007,17.37,Dataset 26.xlsx,295
294,M27,19.54,0,14.15,Dataset 27.xlsx,295
294,M28,17.94,0.0014,22,Dataset 28.xlsx,295
