compound_id,name,source_smiles,source_inchi,source_formula,inchi_connectivity_matches,source_inchikey,generated_inchikey,canonical_smiles,group_parent_key,compound_group,rdkit_formula,fragment_count,mol_MolWt,mol_MolLogP,mol_TPSA,mol_NumHDonors,mol_NumHAcceptors,mol_NumRotatableBonds,mol_RingCount,mol_NumAromaticRings,mol_NumAliphaticRings,mol_FractionCSP3,mol_HeavyAtomCount,mol_NHOHCount,mol_NOCount,mol_LabuteASA,mol_BertzCT,mol_BalabanJ,mol_Chi0v,mol_Chi1v,mol_Kappa1,mol_Kappa2,mol_FormalCharge
163,β-Zearalenol,O=C1O[C@@H](CCC[C@H](O)CCC\C=C\c2cc(O)cc(O)c12)C,"InChI=1S/C18H24O5/c1-12-6-5-9-14(19)8-4-2-3-7-13-10-15(20)11-16(21)17(13)18(22)23-12/h3,7,10-12,14,19-21H,2,4-6,8-9H2,1H3/b7-3+/t12-,14-/m1/s1",C18H24O5,True,FPQFYIAXQDXNOR-SXIUOJOQSA-N,FPQFYIAXQDXNOR-SXIUOJOQSA-N,C[C@@H]1CCC[C@H](O)CCC/C=C/c2cc(O)cc(O)c2C(=O)O1,[CH3]-[CH]1-[CH2]-[CH2]-[CH2]-[CH](-[OH])-[CH2]-[CH2]-[CH2]-[CH]=[CH]-[C]2:[C]:[C](:[O]):[C]:[C](:[O]):[C]:2:[C](:[O])-[O]-1_4_0,bbde6b2455ce1854559c6709,C18H24O5,1,320.385,3.3714,86.99,3,5,0,2,1,1,0.5,23,3,5,135.773042893,579.019831435,2.29819557761,13.3648796697,8.08641547346,17.345529747,8.01511562985,0
164,Terbufos sulfone,CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C,"InChI=1S/C9H21O4PS3/c1-6-12-14(15,13-7-2)16-8-17(10,11)9(3,4)5/h6-8H2,1-5H3",C9H21O4PS3,True,DWZSTEUTHNUVQD-UHFFFAOYSA-N,DWZSTEUTHNUVQD-UHFFFAOYSA-N,CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C,[CH3]-[CH2]-[O]-[P](=[S])(-[O]-[CH2]-[CH3])-[S]-[CH2]-[S](=[O])(=[O])-[C](-[CH3])(-[CH3])-[CH3]_0_0,2f5f0ba7541c2228903defab,C9H21O4PS3,1,320.438,3.1879,52.6,0,6,7,0,0,0,1,17,0,4,113.676229277,362.192429838,4.68408057959,14.2701889061,11.2177675349,17.87,6.86937721993,0
165,Pyriproxyfen,CC(COC1=CC=C(C=C1)OC2=CC=CC=C2)OC3=CC=CC=N3,"InChI=1S/C20H19NO3/c1-16(23-20-9-5-6-14-21-20)15-22-17-10-12-19(13-11-17)24-18-7-3-2-4-8-18/h2-14,16H,15H2,1H3",C20H19NO3,True,NHDHVHZZCFYRSB-UHFFFAOYSA-N,NHDHVHZZCFYRSB-UHFFFAOYSA-N,CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,[CH3]-[CH](-[CH2]-[O]-[c]1:[cH]:[cH]:[c](-[O]-[c]2:[cH]:[cH]:[cH]:[cH]:[cH]:2):[cH]:[cH]:1)-[O]:[C]1:[C]:[C]:[C]:[C]:[N]:1_4_0,ea2b62de5e4c4a4dd0b95da6,C20H19NO3,1,321.376,4.7202,40.58,0,4,7,3,3,0,0.15,24,0,4,141.200701544,729.850573973,1.489482247,13.4619690167,7.82900416523,15.8693845538,8.01511562985,0
166,Sulfotep,CCOP(=S)(OCC)OP(=S)(OCC)OCC,"InChI=1S/C8H20O5P2S2/c1-5-9-14(16,10-6-2)13-15(17,11-7-3)12-8-4/h5-8H2,1-4H3",C8H20O5P2S2,True,XIUROWKZWPIAIB-UHFFFAOYSA-N,XIUROWKZWPIAIB-UHFFFAOYSA-N,CCOP(=S)(OCC)OP(=S)(OCC)OCC,[CH3]-[CH2]-[O]-[P](=[S])(-[O]-[CH2]-[CH3])-[O]-[P](=[S])(-[O]-[CH2]-[CH3])-[O]-[CH2]-[CH3]_0_0,85cf5990e92211843a2bfe23,C8H20O5P2S2,1,322.325,3.598,46.15,0,7,10,0,0,0,1,17,0,5,113.621428183,251.640125544,4.78687187326,14.0024398928,10.5557983532,18.1,9.07534858009,0
167,α-Zearalanol,C[C@H]1CCC[C@@H](CCCCCC2=C(C(=CC(=C2)O)O)C(=O)O1)O,"InChI=1S/C18H26O5/c1-12-6-5-9-14(19)8-4-2-3-7-13-10-15(20)11-16(21)17(13)18(22)23-12/h10-12,14,19-21H,2-9H2,1H3/t12-,14+/m0/s1",C18H26O5,True,DWTTZBARDOXEAM-GXTWGEPZSA-N,DWTTZBARDOXEAM-GXTWGEPZSA-N,C[C@H]1CCC[C@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,[CH3]-[CH]1-[CH2]-[CH2]-[CH2]-[CH](-[OH])-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[C]2:[C]:[C](:[O]):[C]:[C](:[O]):[C]:2:[C](:[O])-[O]-1_4_0,616691ac4705d3a9beb6199b,C18H26O5,1,322.401,3.2908,86.99,3,5,0,2,1,1,0.611111111111,23,3,5,136.462645925,540.458636925,2.21409502092,13.6243926937,8.40971210566,17.6014707739,8.20041322314,0
168,β-Zearalanol,C[C@H]1CCC[C@H](CCCCCC2=C(C(=CC(=C2)O)O)C(=O)O1)O,"InChI=1S/C18H26O5/c1-12-6-5-9-14(19)8-4-2-3-7-13-10-15(20)11-16(21)17(13)18(22)23-12/h10-12,14,19-21H,2-9H2,1H3/t12-,14-/m0/s1",C18H26O5,True,DWTTZBARDOXEAM-JSGCOSHPSA-N,DWTTZBARDOXEAM-JSGCOSHPSA-N,C[C@H]1CCC[C@@H](O)CCCCCc2cc(O)cc(O)c2C(=O)O1,[CH3]-[CH]1-[CH2]-[CH2]-[CH2]-[CH](-[OH])-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[C]2:[C]:[C](:[O]):[C]:[C](:[O]):[C]:2:[C](:[O])-[O]-1_4_0,616691ac4705d3a9beb6199b,C18H26O5,1,322.401,3.2908,86.99,3,5,0,2,1,1,0.611111111111,23,3,5,136.462645925,540.458636925,2.21409502092,13.6243926937,8.40971210566,17.6014707739,8.20041322314,0
169,Chloramphenicol,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],"InChI=1S/C11H12Cl2N2O5/c12-10(13)11(18)14-8(5-16)9(17)6-1-3-7(4-2-6)15(19)20/h1-4,8-10,16-17H,5H2,(H,14,18)/t8-,9-/m1/s1",C11H12Cl2N2O5,True,WIIZWVCIJKGZOK-RKDXNWHRSA-N,WIIZWVCIJKGZOK-RKDXNWHRSA-N,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,[O]=[N+](-[O-])-[c]1:[cH]:[cH]:[c](-[CH](-[OH])-[CH](-[CH2]-[OH])-[N]:[C](:[O])-[CH](-[Cl])-[Cl]):[cH]:[cH]:1_1_0,38aad91045bd921bbb9277ed,C11H12Cl2N2O5,1,323.132,0.909,112.7,3,5,6,1,1,0,0.363636363636,20,3,7,123.815473656,480.206757533,2.82115814982,11.5827311615,6.35558754446,16.6437923615,7.39295460886,0
170,Flutolanil,CC(C)OC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2C(F)(F)F,"InChI=1S/C17H16F3NO2/c1-11(2)23-13-7-5-6-12(10-13)21-16(22)14-8-3-4-9-15(14)17(18,19)20/h3-11H,1-2H3,(H,21,22)",C17H16F3NO2,True,PTCGDEVVHUXTMP-UHFFFAOYSA-N,PTCGDEVVHUXTMP-UHFFFAOYSA-N,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,[CH3]-[CH](-[CH3])-[O]:[C]1:[C]:[C]:[C]:[C](:[N]:[C](:[O]):[C]2:[C]:[C]:[C]:[C]:[C]:2-[C](-[F])(-[F])-[F]):[C]:1_9_0,17c5451c41ce50a5b92f91d5,C17H16F3NO2,1,323.314,4.7449,38.33,1,2,4,2,2,0,0.235294117647,23,1,3,131.634743619,696.232989591,2.23461548961,12.6465424227,7.01431527299,16.8634396971,6.72600151172,0
171,Sterigmatocystin,COC1=C2C(=C3[C@@H]4C=CO[C@@H]4OC3=C1)OC5=CC=CC(=C5C2=O)O,"InChI=1S/C18H12O6/c1-21-11-7-12-13(8-5-6-22-18(8)24-12)17-15(11)16(20)14-9(19)3-2-4-10(14)23-17/h2-8,18-19H,1H3/t8-,18+/m0/s1",C18H12O6,True,UTSVPXMQSFGQTM-DCXZOGHSSA-N,UTSVPXMQSFGQTM-DCXZOGHSSA-N,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)[C@@H]1C=CO[C@@H]1O2,[CH3]-[O]:[C]1:[C]:[C]2:[O]-[CH]3-[O]-[CH]=[CH]-[CH]-3-[C]:2:[C]2:[O]:[C]3:[C]:[C]:[C]:[C](:[O]):[C]:3:[C](:[O]):[C]:1:2_5_0,198e5fddcc2aa9ebc444b3a6,C18H12O6,1,324.288,3.0064,78.13,1,6,1,5,3,2,0.166666666667,24,1,6,135.01938578,1094.28646976,1.99793642084,12.6072572013,7.4696249352,13.3037567457,4.44146831988,0
172,Triphenyl phosphate,C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,"InChI=1S/C18H15O4P/c19-23(20-16-10-4-1-5-11-16,21-17-12-6-2-7-13-17)22-18-14-8-3-9-15-18/h1-15H",C18H15O4P,True,XZZNDPSIHUTMOC-UHFFFAOYSA-N,XZZNDPSIHUTMOC-UHFFFAOYSA-N,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,[O]=[P](-[O]-[c]1:[cH]:[cH]:[cH]:[cH]:[cH]:1)(-[O]-[c]1:[cH]:[cH]:[cH]:[cH]:[cH]:1)-[O]-[c]1:[cH]:[cH]:[cH]:[cH]:[cH]:1_0_0,7f5e8df8b8eb711b7b25801c,C18H15O4P,1,326.288,5.3315,44.76,0,4,6,3,3,0,0,23,0,4,134.435837895,667.717752342,1.868683542,13.1348879862,8.53531347329,15.195897846,7.03333157381,0
173,Gliotoxin,CN1C(=O)[C@]23CC4=CC=C[C@@H]([C@H]4N2C(=O)[C@]1(SS3)CO)O,"InChI=1S/C13H14N2O4S2/c1-14-10(18)12-5-7-3-2-4-8(17)9(7)15(12)11(19)13(14,6-16)21-20-12/h2-4,8-9,16-17H,5-6H2,1H3/t8-,9-,12+,13+/m0/s1",C13H14N2O4S2,True,FIVPIPIDMRVLAY-RBJBARPLSA-N,FIVPIPIDMRVLAY-RBJBARPLSA-N,CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3,[CH3]-[N]1-[C](=[O])-[C]23-[CH2]-[C]4=[CH]-[CH]=[CH]-[CH](-[OH])-[CH]-4-[N]-2-[C](=[O])-[C]-1(-[CH2]-[OH])-[S]-[S]-3_0_0,ad9f97620dab23d56e68f899,C13H14N2O4S2,1,326.399,-0.3037,81.08,2,6,1,5,0,5,0.538461538462,21,2,6,128.793386904,621.292517726,1.89957017422,12.855805614,8.77860326817,13.6856886574,4.06556016528,0
174,Tris(1-chloropropyl) phosphate,CCC(OP(=O)(OC(CC)Cl)OC(CC)Cl)Cl,"InChI=1S/C9H18Cl3O4P/c1-4-7(10)14-17(13,15-8(11)5-2)16-9(12)6-3/h7-9H,4-6H2,1-3H3",C9H18Cl3O4P,True,NYNPLYRPEZAJHN-UHFFFAOYSA-N,NYNPLYRPEZAJHN-UHFFFAOYSA-N,CCC(Cl)OP(=O)(OC(Cl)CC)OC(Cl)CC,[CH3]-[CH2]-[CH](-[Cl])-[O]-[P](=[O])(-[O]-[CH](-[Cl])-[CH2]-[CH3])-[O]-[CH](-[Cl])-[CH2]-[CH3]_0_0,a0df11ab37c188b3740160a6,C9H18Cl3O4P,1,327.572,5.069,44.76,0,4,9,0,0,0,1,17,0,4,117.458832987,216.356365258,4.61672008528,13.2296853566,8.20802323828,17.98,8.97502898242,0
175,Tris(3-chloropropyl) phosphate,C(COP(=O)(OCCCCl)OCCCCl)CCl,"InChI=1S/C9H18Cl3O4P/c10-4-1-7-14-17(13,15-8-2-5-11)16-9-3-6-12/h1-9H2",C9H18Cl3O4P,True,WOURXYYHORRGQO-UHFFFAOYSA-N,WOURXYYHORRGQO-UHFFFAOYSA-N,O=P(OCCCCl)(OCCCCl)OCCCCl,[O]=[P](-[O]-[CH2]-[CH2]-[CH2]-[Cl])(-[O]-[CH2]-[CH2]-[CH2]-[Cl])-[O]-[CH2]-[CH2]-[CH2]-[Cl]_0_0,c910d74e6c15a5b3205df411,C9H18Cl3O4P,1,327.572,4.031,44.76,0,4,12,0,0,0,1,17,0,4,117.458832987,185.133434491,3.99898297285,12.7402752361,8.46226681102,17.98,12.0364611854,0
176,4:2FTS,C(CS(=O)(=O)O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C6H5F9O3S/c7-3(8,1-2-19(16,17)18)4(9,10)5(11,12)6(13,14)15/h1-2H2,(H,16,17,18)",C6H5F9O3S,True,TXGIGTRUEITPSC-UHFFFAOYSA-N,TXGIGTRUEITPSC-UHFFFAOYSA-N,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O]=[S](=[O])(-[OH])-[CH2]-[CH2]-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[F]_0_0,e1b34eb9479ceb03b50a90a5,C6H5F9O3S,1,328.152,2.7325,54.37,1,2,5,0,0,0,1,19,1,3,99.6824162362,423.72612461,5.3964954738,9.30434886728,5.71814148042,18.28,4.68078884884,0
177,Aflatoxin G1,COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4C5C=COC5OC4=C1,"InChI=1S/C17H12O7/c1-20-9-6-10-12(8-3-5-22-17(8)23-10)14-11(9)7-2-4-21-15(18)13(7)16(19)24-14/h3,5-6,8,17H,2,4H2,1H3",C17H12O7,True,XWIYFDMXXLINPU-UHFFFAOYSA-N,XWIYFDMXXLINPU-UHFFFAOYSA-N,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1C=COC1O2,[CH3]-[O]:[C]1:[C]:[C]2:[O]-[CH]3-[O]-[CH]=[CH]-[CH]-3-[C]:2:[C]2:[O]:[C](:[O]):[C]3:[C](:[O])-[O]-[CH2]-[CH2]-[C]:3:[C]:1:2_1_0,3314004f55d768b9102a7c53,C17H12O7,1,328.276,1.8605,84.2,0,7,1,5,2,3,0.294117647059,24,0,7,134.907550016,984.822227123,1.92838501838,12.6587029416,7.55247801725,13.4763574192,4.53151547753,0
178,HFPO-DA,C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)O,"InChI=1S/C6HF11O3/c7-2(1(18)19,4(10,11)12)20-6(16,17)3(8,9)5(13,14)15/h(H,18,19)",C6HF11O3,True,CSEBNABAWMZWIF-UHFFFAOYSA-N,CSEBNABAWMZWIF-UHFFFAOYSA-N,O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[O]:[C](:[O])-[C](-[F])(-[O]-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[F])-[C](-[F])(-[F])-[F]_1_0,0b4808d603cff090ae6e7e2c,C6HF11O3,1,330.049,3.1061,46.53,1,2,4,0,0,0,0.833333333333,20,1,3,100.454152114,382.600150634,5.7339568044,8.42131937953,3.914783835,18.66,4.59524141735,0
179,Aflatoxin G2,COC1=C2C3=C(C(=O)OCC3)C(=O)OC2=C4[C@@H]5CCO[C@@H]5OC4=C1,"InChI=1S/C17H14O7/c1-20-9-6-10-12(8-3-5-22-17(8)23-10)14-11(9)7-2-4-21-15(18)13(7)16(19)24-14/h6,8,17H,2-5H2,1H3/t8-,17+/m0/s1",C17H14O7,True,WPCVRWVBBXIRMA-WNWIJWBNSA-N,WPCVRWVBBXIRMA-WNWIJWBNSA-N,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)[C@@H]1CCO[C@@H]1O2,[CH3]-[O]:[C]1:[C]:[C]2:[O]-[CH]3-[O]-[CH2]-[CH2]-[CH]-3-[C]:2:[C]2:[O]:[C](:[O]):[C]3:[C](:[O])-[O]-[CH2]-[CH2]-[C]:3:[C]:1:2_1_0,c51c3841863676f35f94e5d9,C17H14O7,1,330.292,1.7369,84.2,0,7,1,5,2,3,0.411764705882,24,0,7,135.597153048,942.330205274,1.90983014511,12.9182159656,7.84703251524,13.8587537403,4.73303312939,0
180,Fenarimol,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl,"InChI=1S/C17H12Cl2N2O/c18-14-7-5-12(6-8-14)17(22,13-9-20-11-21-10-13)15-3-1-2-4-16(15)19/h1-11,22H",C17H12Cl2N2O,True,NHOWDZOIZKMVAI-UHFFFAOYSA-N,NHOWDZOIZKMVAI-UHFFFAOYSA-N,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,[OH]-[C](-[C]1:[C]:[N]:[C]:[N]:[C]:1)(-[c]1:[cH]:[cH]:[c](-[Cl]):[cH]:[cH]:1)-[c]1:[cH]:[cH]:[cH]:[cH]:[c]:1-[Cl]_3_0,ecfd08db10e5477f190376da,C17H12Cl2N2O,1,331.202,4.0676,46.01,1,3,3,3,3,0,0.0588235294118,22,1,3,137.750595814,778.177080095,2.27482524701,12.9602805856,7.36636351919,14.9749611749,6.04827253485,0
181,Ciprofloxacin,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,"InChI=1S/C17H18FN3O3/c18-13-7-11-14(8-15(13)20-5-3-19-4-6-20)21(10-1-2-10)9-12(16(11)22)17(23)24/h7-10,19H,1-6H2,(H,23,24)",C17H18FN3O3,True,MYSWGUAQZAJSOK-UHFFFAOYSA-N,MYSWGUAQZAJSOK-UHFFFAOYSA-N,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,[O]:[C](:[O]):[C]1:[C]:[N](-[CH]2-[CH2]-[CH2]-2):[C]2:[C]:[C](:[N]3-[CH2]-[CH2]-[NH]-[CH2]-[CH2]-3):[C](-[F]):[C]:[C]:2:[C]:1:[O]_4_0,ae549a3bb89eeba0509b46d1,C17H18FN3O3,1,331.347,1.5833,74.57,2,4,3,4,2,2,0.411764705882,24,2,6,137.043070936,882.760256897,1.9485981247,13.0881436043,8.13388326683,15.1372951194,5.59217259901,0
182,Isofenphos-methyl,CC(C)NP(=S)(OC)OC1=CC=CC=C1C(=O)OC(C)C,"InChI=1S/C14H22NO4PS/c1-10(2)15-20(21,17-5)19-13-9-7-6-8-12(13)14(16)18-11(3)4/h6-11H,1-5H3,(H,15,21)",C14H22NO4PS,True,IXTOWLKEARFCCP-UHFFFAOYSA-N,IXTOWLKEARFCCP-UHFFFAOYSA-N,COP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,[CH3]-[O]-[P](:[S])(:[N]-[CH](-[CH3])-[CH3])-[O]:[C]1:[C]:[C]:[C]:[C]:[C]:1:[C](:[O])-[O]-[CH](-[CH3])-[CH3]_5_0,cde92d2cbf5ae04506b2772e,C14H22NO4PS,1,331.374,3.4995,56.79,1,5,7,1,1,0,0.5,21,1,5,130.752427228,533.460221897,3.02750066548,14.6634804349,9.34118264787,18.1098504487,7.89556212149,0
183,Tetramethrin,CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C,"InChI=1S/C19H25NO4/c1-11(2)9-14-15(19(14,3)4)18(23)24-10-20-16(21)12-7-5-6-8-13(12)17(20)22/h9,14-15H,5-8,10H2,1-4H3",C19H25NO4,True,CXBMCYHAMVGWJQ-UHFFFAOYSA-N,CXBMCYHAMVGWJQ-UHFFFAOYSA-N,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,[CH3]-[C](-[CH3])=[CH]-[CH]1-[CH](-[C](=[O])-[O]-[CH2]-[N]2-[C](=[O])-[C]3=[C](-[CH2]-[CH2]-[CH2]-[CH2]-3)-[C]-2=[O])-[C]-1(-[CH3])-[CH3]_0_0,fc0ff7763485986307ce7100,C19H25NO4,1,331.412,2.9649,63.68,0,4,4,3,0,3,0.631578947368,24,0,5,142.269454762,638.854272697,1.61158435497,14.8477914709,8.64708706327,16.9307140719,5.86697865131,0
184,Spectinomycin,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O,"InChI=1S/C14H24N2O7/c1-5-4-6(17)14(20)13(21-5)22-12-10(19)7(15-2)9(18)8(16-3)11(12)23-14/h5,7-13,15-16,18-20H,4H2,1-3H3/t5-,7-,8+,9+,10+,11-,12-,13+,14+/m1/s1",C14H24N2O7,True,UNFWWIHTNXNPBV-WXKVUWSESA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,[CH3]-[NH]-[CH]1-[CH](-[OH])-[CH](-[NH]-[CH3])-[CH]2-[O]-[C]3(-[OH])-[C](:[O]):[C]-[CH](-[CH3])-[O]-[CH]-3-[O]-[CH]-2-[CH]-1-[OH]_2_0,378e1b4037b2208a390730ed,C14H24N2O7,1,332.353,-2.9256,129.51,5,9,2,3,0,3,0.928571428571,23,5,9,133.450588467,478.04213514,1.92337626664,13.3005428831,7.78194152372,17.1820648989,6.01168158847,0
185,Tebufenpyrad,CCC1=NN(C(=C1Cl)C(=O)NCC2=CC=C(C=C2)C(C)(C)C)C,"InChI=1S/C18H24ClN3O/c1-6-14-15(19)16(22(5)21-14)17(23)20-11-12-7-9-13(10-8-12)18(2,3)4/h7-10H,6,11H2,1-5H3,(H,20,23)",C18H24ClN3O,True,ZZYSLNWGKKDOML-UHFFFAOYSA-N,ZZYSLNWGKKDOML-UHFFFAOYSA-N,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,[CH3]-[C]:[C]1:[N]:[N](-[CH3]):[C](:[C](:[O]):[N]-[CH2]-[c]2:[cH]:[cH]:[c](-[C](-[CH3])(-[CH3])-[CH3]):[cH]:[cH]:2):[C]:1-[Cl]_3_0,3d1756396565a85b0e5bfd75,C18H24ClN3O,1,333.863,3.8634,46.92,1,2,4,2,2,0,0.444444444444,23,1,4,142.394860323,696.29215682,2.06345948891,15.1601835396,8.20463220376,17.5423992168,6.74950251644,0
186,2-NP-AMOZ,C1COCCN1CC2CN(C(=O)O2)/N=C/C3=CC=CC=C3[N+](=O)[O-],"InChI=1S/C15H18N4O5/c20-15-18(11-13(24-15)10-17-5-7-23-8-6-17)16-9-12-3-1-2-4-14(12)19(21)22/h1-4,9,13H,5-8,10-11H2/b16-9+",C15H18N4O5,True,PCYAMVONOKWOLP-CXUHLZMHSA-N,PCYAMVONOKWOLP-CXUHLZMHSA-N,O=C1OC(CN2CCOCC2)CN1/N=C/c1ccccc1[N+](=O)[O-],[O]=[C]1-[O]-[CH](-[CH2]-[N]2-[CH2]-[CH2]-[O]-[CH2]-[CH2]-2)-[CH2]-[N]-1-[N]:[C]:[C]1:[C]:[C]:[C]:[C]:[C]:1-[N+](=[O])-[O-]_5_0,231bee3016cdac10154eb865,C15H18N4O5,1,334.332,1.0817,97.51,0,7,5,3,1,2,0.466666666667,24,0,9,138.13093397,644.506511299,1.61142237733,13.0368381366,7.68929472575,16.3417287104,7.36674804048,0
187,Fenbuconazole,C1=CC=C(C=C1)C(CCC2=CC=C(C=C2)Cl)(CN3C=NC=N3)C#N,"InChI=1S/C19H17ClN4/c20-18-8-6-16(7-9-18)10-11-19(12-21,13-24-15-22-14-23-24)17-4-2-1-3-5-17/h1-9,14-15H,10-11,13H2",C19H17ClN4,True,RQDJADAKIFFEKQ-UHFFFAOYSA-N,RQDJADAKIFFEKQ-UHFFFAOYSA-N,N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,[N]#[C]-[C](-[CH2]-[CH2]-[c]1:[cH]:[cH]:[c](-[Cl]):[cH]:[cH]:1)(-[CH2]-[N]1:[C]:[N]:[C]:[N]:1)-[c]1:[cH]:[cH]:[cH]:[cH]:[cH]:1_2_0,ceff63dc913a8d929452b72a,C19H17ClN4,1,336.826,4.02588,54.5,0,3,6,3,3,0,0.210526315789,24,0,4,145.89302945,806.832942846,1.88644990853,13.8949211057,8.13228781162,16.2259868174,7.28738062679,0
188,Erucamide,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)N,"InChI=1S/C22H43NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H2,23,24)/b10-9-",C22H43NO,True,UAUDZVJPLUQNMU-KTKRTIGZSA-N,UAUDZVJPLUQNMU-KTKRTIGZSA-N,CCCCCCCC/C=C\CCCCCCCCCCCC(N)=O,[CH3]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[CH]=[CH]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[C](:[N]):[O]_2_0,c815242a0e123343d6e3302a,C22H43NO,1,337.592,7.0696,43.09,1,1,19,0,0,0,0.863636363636,24,2,2,151.214845195,285.694502125,3.06200919815,16.3682211594,10.7032893659,23.21,20.2550247636,0
189,15-AcDON,CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H]([C@@]34CO4)O2)O)C)COC(=O)C,"InChI=1S/C17H22O7/c1-8-4-11-16(6-22-9(2)18,13(21)12(8)20)15(3)5-10(19)14(24-11)17(15)7-23-17/h4,10-11,13-14,19,21H,5-7H2,1-3H3/t10-,11-,13-,14-,15-,16-,17+/m1/s1",C17H22O7,True,IDGRYIRJIFKTAN-HTJQZXIKSA-N,IDGRYIRJIFKTAN-HTJQZXIKSA-N,CC(=O)OC[C@]12[C@H](O)C(=O)C(C)=C[C@H]1O[C@@H]1[C@H](O)C[C@@]2(C)[C@]12CO2,[CH3]-[C](=[O])-[O]-[CH2]-[C]12-[C](-[OH]):[C](:[O]):[C](-[CH3]):[C]-[CH]-1-[O]-[CH]1-[CH](-[OH])-[CH2]-[C]-2(-[CH3])-[C]-12-[CH2]-[O]-2_2_0,6da8b86316162ba99fec2db6,C17H22O7,1,338.356,-0.2669,105.59,2,7,2,4,0,4,0.764705882353,24,2,7,139.117544605,651.324498532,1.89356008712,13.9437403328,8.21059995229,16.2026496134,4.66268131502,0
190,Piperonyl butoxide,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,"InChI=1S/C19H30O5/c1-3-5-7-20-8-9-21-10-11-22-14-17-13-19-18(23-15-24-19)12-16(17)6-4-2/h12-13H,3-11,14-15H2,1-2H3",C19H30O5,True,FIPWRIJSWJWJAI-UHFFFAOYSA-N,FIPWRIJSWJWJAI-UHFFFAOYSA-N,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,[CH3]-[CH2]-[CH2]-[CH2]-[O]-[CH2]-[CH2]-[O]-[CH2]-[CH2]-[O]-[CH2]-[c]1:[cH]:[c]2:[c](:[cH]:[c]:1-[CH2]-[CH2]-[CH3])-[O]-[CH2]-[O]-2_0_0,9f40631b794965aff4da7b4a,C19H30O5,1,338.444,3.7177,46.15,0,5,13,2,1,1,0.684210526316,24,0,5,144.737545601,475.070105918,1.63217421021,14.9741165838,8.99367024916,19.0304313767,11.2885102405,0
