compound_id,name,source_smiles,source_inchi,source_formula,inchi_connectivity_matches,source_inchikey,generated_inchikey,canonical_smiles,group_parent_key,compound_group,rdkit_formula,fragment_count,mol_MolWt,mol_MolLogP,mol_TPSA,mol_NumHDonors,mol_NumHAcceptors,mol_NumRotatableBonds,mol_RingCount,mol_NumAromaticRings,mol_NumAliphaticRings,mol_FractionCSP3,mol_HeavyAtomCount,mol_NHOHCount,mol_NOCount,mol_LabuteASA,mol_BertzCT,mol_BalabanJ,mol_Chi0v,mol_Chi1v,mol_Kappa1,mol_Kappa2,mol_FormalCharge
298,Chlorfluazuron,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2)Cl)OC3=C(C=C(C=N3)C(F)(F)F)Cl)Cl)F,"InChI=1S/C20H9Cl3F5N3O3/c21-10-5-9(30-19(33)31-17(32)15-13(24)2-1-3-14(15)25)6-11(22)16(10)34-18-12(23)4-8(7-29-18)20(26,27)28/h1-7H,(H2,30,31,32,33)",C20H9Cl3F5N3O3,True,UISUNVFOGSJSKD-UHFFFAOYSA-N,UISUNVFOGSJSKD-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,[O]:[C](:[N]:[C]1:[C]:[C](-[Cl]):[C](:[O]:[C]2:[N]:[C]:[C](-[C](-[F])(-[F])-[F]):[C]:[C]:2-[Cl]):[C](-[Cl]):[C]:1):[N]:[C](:[O]):[C]1:[C](-[F]):[C]:[C]:[C]:[C]:1-[F]_9_0,3de7ab42c33ac1e7e52de4f1,C20H9Cl3F5N3O3,1,540.659,7.093,80.32,2,4,4,3,3,0,0.05,34,2,6,202.133855348,1244.78451345,1.74319105776,18.5049129733,9.95879645751,25.472589187,9.99782763536,0
299,Rugulosin,CC1=CC2=C(C(=C1)O)C(=C3C(=O)C4C(C5C3(C2=O)C6C(C5C47C(=C(C8=C(C7=O)C=C(C=C8O)C)O)C6=O)O)O)O,"InChI=1S/C30H22O10/c1-7-3-9-13(11(31)5-7)21(33)17-25(37)20-23(35)15-16-24(36)19(29(15,17)27(9)39)26(38)18-22(34)14-10(28(40)30(16,18)20)4-8(2)6-12(14)32/h3-6,15-16,19-20,23-24,31-36H,1-2H3",C30H22O10,True,QFDPVUTXKUGISP-UHFFFAOYSA-N,QFDPVUTXKUGISP-UHFFFAOYSA-N,Cc1cc(O)c2c(c1)C(=O)C13C(=C2O)C(=O)C2C(O)C1C1C(O)C3C(=O)C3=C(O)c4c(O)cc(C)cc4C(=O)C321,[CH3]-[C]1:[C]:[C](:[O]):[C]2:[C](:[C]:1):[C](:[O])-[C]13-[C]4:[C](:[O]):[C]5:[C](:[O])-[C]6:[C](:[O]):[C]:[C](-[CH3]):[C]:[C]:6:[C](:[O])-[C]-56-[C](:[C](:[O]):[C]-1:[C]-2:[O])-[CH](-[OH])-[CH]-3-[CH]-6-[CH]-4-[OH]_10_0,383dd47b78085536cfafc22c,C30H22O10,1,542.496,1.69764,189.66,6,10,0,8,2,6,0.333333333333,40,6,10,225.054753313,1680.92741285,1.55370739691,21.0897774268,12.9354401024,23.59437052,6.53565719241,0
300,Tetrabromobisphenol A,CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br,"InChI=1S/C15H12Br4O2/c1-15(2,7-3-9(16)13(20)10(17)4-7)8-5-11(18)14(21)12(19)6-8/h3-6,20-21H,1-2H3",C15H12Br4O2,True,VEORPZCZECFIRK-UHFFFAOYSA-N,VEORPZCZECFIRK-UHFFFAOYSA-N,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,[CH3]-[C](-[CH3])(-[C]1:[C]:[C](-[Br]):[C](:[O]):[C](-[Br]):[C]:1)-[C]1:[C]:[C](-[Br]):[C](:[O]):[C](-[Br]):[C]:1_6_0,98b5399112d2ffc2aa957c86,C15H12Br4O2,1,543.875,6.4737,40.46,2,2,2,2,2,0,0.2,21,2,2,156.641981596,605.305184791,2.61490702938,17.5596723163,9.18453669651,17.3160041274,6.22159647392,0
301,PFNS,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C9HF19O3S/c10-1(11,2(12,13)4(16,17)6(20,21)8(24,25)26)3(14,15)5(18,19)7(22,23)9(27,28)32(29,30)31/h(H,29,30,31)",C9HF19O3S,True,MNEXVZFQQPKDHC-UHFFFAOYSA-N,MNEXVZFQQPKDHC-UHFFFAOYSA-N,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O]=[S](=[O])(-[OH])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[F]_0_0,a7efe2a12592b5fa953c9862,C9HF19O3S,1,550.133,5.4764,54.37,1,2,8,0,0,0,1,32,1,3,160.432596609,821.47176476,7.06362990754,14.169780035,7.75075748679,30.58,7.04083041216,0
302,Aliskiren,CC(C)[C@@H](CC1=CC(=C(C=C1)OC)OCCCOC)C[C@@H]([C@H](C[C@@H](C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,"InChI=1S/C30H53N3O6/c1-19(2)22(14-21-10-11-26(38-8)27(15-21)39-13-9-12-37-7)16-24(31)25(34)17-23(20(3)4)28(35)33-18-30(5,6)29(32)36/h10-11,15,19-20,22-25,34H,9,12-14,16-18,31H2,1-8H3,(H2,32,36)(H,33,35)/t22-,23-,24-,25-/m0/s1",C30H53N3O6,True,UXOWGYHJODZGMF-QORCZRPOSA-N,UXOWGYHJODZGMF-QORCZRPOSA-N,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,[CH3]-[O]-[CH2]-[CH2]-[CH2]-[O]-[c]1:[cH]:[c](-[CH2]-[CH](-[CH2]-[CH](-[NH2])-[CH](-[OH])-[CH2]-[CH](-[C](:[O]):[N]-[CH2]-[C](-[CH3])(-[CH3])-[C](:[N]):[O])-[CH](-[CH3])-[CH3])-[CH](-[CH3])-[CH3]):[cH]:[cH]:[c]:1-[O]-[CH3]_3_0,0cbfc205af64784e06b727c4,C30H53N3O6,1,551.769,3.2935,146.13,4,7,19,1,1,0,0.733333333333,39,6,9,234.877571083,889.448634486,2.86782238162,25.2890554772,14.0285624959,34.6672925764,16.676544552,0
303,Perfluoroundecanoic acid,C(=O)(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,"InChI=1S/C11HF21O2/c12-2(13,1(33)34)3(14,15)4(16,17)5(18,19)6(20,21)7(22,23)8(24,25)9(26,27)10(28,29)11(30,31)32/h(H,33,34)",C11HF21O2,True,SIDINRCMMRKXGQ-UHFFFAOYSA-N,SIDINRCMMRKXGQ-UHFFFAOYSA-N,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O]:[C](:[O])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[F]_1_0,fa4fe83161caa77335eb59e7,C11HF21O2,1,564.085,6.351,37.3,1,1,9,0,0,0,0.909090909091,34,1,2,168.820671485,789.03157167,7.10846638964,14.2927158192,6.89635790958,32,7.49798441279,0
304,Fumigacin,C[C@H]1[C@@H]2[C@@H](C(=O)[C@]3([C@H]([C@]2(C=CC1=O)C)CC[C@@H]\4[C@@]3(C[C@@H](/C4=C(/CCC=C(C)C)\C(=O)O)OC(=O)C)C)C)OC(=O)C,"InChI=1S/C33H44O8/c1-17(2)10-9-11-21(30(38)39)26-22-12-13-25-31(6)15-14-23(36)18(3)27(31)28(41-20(5)35)29(37)33(25,8)32(22,7)16-24(26)40-19(4)34/h10,14-15,18,22,24-25,27-28H,9,11-13,16H2,1-8H3,(H,38,39)/b26-21-/t18-,22+,24+,25+,27-,28+,31-,32+,33-/m1/s1",C33H44O8,True,MDFZYGLOIJNNRM-OAJDADRGSA-N,MDFZYGLOIJNNRM-OAJDADRGSA-N,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](CC[C@H]3[C@@]4(C)C=CC(=O)[C@@H](C)[C@@H]4[C@H](OC(C)=O)C(=O)[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,[CH3]-[C](=[O])-[O]-[C]1:[C](:[O])-[C]2(-[CH3])-[CH](-[CH2]-[CH2]-[CH]3-[C](=[C](-[CH2]-[CH2]-[CH]=[C](-[CH3])-[CH3])-[C](:[O]):[O])-[CH](-[O]-[C](-[CH3])=[O])-[CH2]-[C]-3-2-[CH3])-[C]2(-[CH3])-[C]:[C]:[C](:[O]):[C](-[CH3])-[CH]-1-2_5_0,18c5d30cfe53fd9b8fe0bc36,C33H44O8,1,568.707,5.4001,124.04,1,7,6,4,0,4,0.666666666667,41,1,8,242.154199689,1267.57771763,1.92652222153,25.5366379574,14.7167570279,30.9177278748,10.6652177879,0
305,N-CMAmP-6:2FOSA,C[N+](C)(CCCNS(=O)(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CC(=O)[O-],"InChI=1S/C15H19F13N2O4S/c1-30(2,8-9(31)32)6-3-5-29-35(33,34)7-4-10(16,17)11(18,19)12(20,21)13(22,23)14(24,25)15(26,27)28/h29H,3-8H2,1-2H3",C15H19F13N2O4S,True,OKOCIUJVPQKDLL-UHFFFAOYSA-N,OKOCIUJVPQKDLL-UHFFFAOYSA-N,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-],[CH3]-[N+](-[CH3])(-[CH2]-[CH2]-[CH2]-[NH]-[S](=[O])(=[O])-[CH2]-[CH2]-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[F])-[CH2]-[C](=[O])-[O-]_0_0,f039cc991dde96ff61ecc5f6,C15H19F13N2O4S,1,570.368,2.2511,86.3,1,4,14,0,0,0,0.933333333333,35,1,6,189.236599952,857.405677691,5.46476289338,18.461130465,10.6809580993,33.43,10.0604083769,0
306,N-MeFOSAA,CN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C11H6F17NO4S/c1-29(2-3(30)31)34(32,33)11(27,28)9(22,23)7(18,19)5(14,15)4(12,13)6(16,17)8(20,21)10(24,25)26/h2H2,1H3,(H,30,31)",C11H6F17NO4S,True,QNDHIRFIMVNHBN-UHFFFAOYSA-N,QNDHIRFIMVNHBN-UHFFFAOYSA-N,CN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[CH3]-[N](-[CH2]-[C](:[O]):[O])-[S](=[O])(=[O])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[F]_1_0,f295586a0be60255fdd0f3df,C11H6F17NO4S,1,571.205,4.2995,74.68,1,3,10,0,0,0,0.909090909091,34,1,5,174.679139436,893.637731088,6.97926898835,15.9764197561,8.66751870887,32.19,8.11418529235,0
307,"2,2-Bis(chloromethyl)-1,3-propanediyl tetrakis(2-chloroethyl) bis(phosphate)",C(CCl)OP(=O)(OCCCl)OCC(COP(=O)(OCCCl)OCCCl)(CCl)CCl,"InChI=1S/C13H24Cl6O8P2/c14-1-5-22-28(20,23-6-2-15)26-11-13(9-18,10-19)12-27-29(21,24-7-3-16)25-8-4-17/h1-12H2",C13H24Cl6O8P2,True,ZGHUDSLVQAGWEY-UHFFFAOYSA-N,ZGHUDSLVQAGWEY-UHFFFAOYSA-N,O=P(OCCCl)(OCCCl)OCC(CCl)(CCl)COP(=O)(OCCCl)OCCCl,[O]=[P](-[O]-[CH2]-[CH2]-[Cl])(-[O]-[CH2]-[CH2]-[Cl])-[O]-[CH2]-[C](-[CH2]-[Cl])(-[CH2]-[Cl])-[CH2]-[O]-[P](=[O])(-[O]-[CH2]-[CH2]-[Cl])-[O]-[CH2]-[CH2]-[Cl]_0_0,e6de4d7bee014e4d0e9cdaa1,C13H24Cl6O8P2,1,582.993,5.7214,89.52,0,8,20,0,0,0,1,29,0,8,200.718646488,449.695939959,5.15558764389,21.7379097851,14.3387471844,30.96,17.4375921857,0
308,N-EtFOSAA,CCN(CC(=O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C12H8F17NO4S/c1-2-30(3-4(31)32)35(33,34)12(28,29)10(23,24)8(19,20)6(15,16)5(13,14)7(17,18)9(21,22)11(25,26)27/h2-3H2,1H3,(H,31,32)",C12H8F17NO4S,True,CKRXVVGETMYFIO-UHFFFAOYSA-N,CKRXVVGETMYFIO-UHFFFAOYSA-N,CCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[CH3]-[CH2]-[N](-[CH2]-[C](:[O]):[O])-[S](=[O])(=[O])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[F]_1_0,848a63cce1a7af67324d67c0,C12H8F17NO4S,1,585.232,4.6896,74.68,1,3,11,0,0,0,0.916666666667,35,1,5,181.044081551,910.507810392,7.04713444965,16.6835265373,9.24363966057,33.19,8.64376676025,0
309,Destruxin B,CCC(C)C1C(=O)N(C(C(=O)N(C(C(=O)NCCC(=O)OC(C(=O)N2CCCC2C(=O)N1)CC(C)C)C)C)C(C)C)C,"InChI=1S/C30H51N5O7/c1-10-19(6)24-29(40)34(9)25(18(4)5)30(41)33(8)20(7)26(37)31-14-13-23(36)42-22(16-17(2)3)28(39)35-15-11-12-21(35)27(38)32-24/h17-22,24-25H,10-16H2,1-9H3,(H,31,37)(H,32,38)",C30H51N5O7,True,GNBHVMBELHWUIF-UHFFFAOYSA-N,GNBHVMBELHWUIF-UHFFFAOYSA-N,CCC(C)C1NC(=O)C2CCCN2C(=O)C(CC(C)C)OC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)C)N(C)C1=O,[CH3]-[CH2]-[CH](-[CH3])-[C]1:[N]:[C](:[O])-[CH]2-[CH2]-[CH2]-[CH2]-[N]-2-[C](=[O])-[CH](-[CH2]-[CH](-[CH3])-[CH3])-[O]-[C](=[O])-[CH2]-[CH2]-[N]:[C](:[O])-[CH](-[CH3])-[N](-[CH3])-[C](=[O])-[CH](-[CH](-[CH3])-[CH3])-[N](-[CH3])-[C]:1=[O]_3_0,fdc350f6670042f7c9d6d8fb,C30H51N5O7,1,593.766,1.316,145.43,2,7,5,2,0,2,0.8,42,2,12,249.772813246,1016.00684717,2.53507530488,26.7679284416,15.2306691101,35.0183814155,15.3367351629,0
310,FDSA,C(C(C(C(C(C(F)(F)S(=O)(=O)N)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C10H2F21NO2S/c11-1(12,3(15,16)5(19,20)7(23,24)9(27,28)29)2(13,14)4(17,18)6(21,22)8(25,26)10(30,31)35(32,33)34/h(H2,32,33,34)",C10H2F21NO2S,True,YUXIIBHHAPNFCQ-UHFFFAOYSA-N,YUXIIBHHAPNFCQ-UHFFFAOYSA-N,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[NH2]-[S](=[O])(=[O])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[F]_0_0,e3470463507c423eff0abd22,C10H2F21NO2S,1,599.156,5.5124,60.16,1,2,9,0,0,0,1,35,2,3,175.600640108,914.879987336,7.20930758894,15.5558456547,8.53810618348,33.44,7.72208996113,0
311,PFDS,C(C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C10HF21O3S/c11-1(12,3(15,16)5(19,20)7(23,24)9(27,28)29)2(13,14)4(17,18)6(21,22)8(25,26)10(30,31)35(32,33)34/h(H,32,33,34)",C10HF21O3S,True,HYWZIAVPBSTISZ-UHFFFAOYSA-N,HYWZIAVPBSTISZ-UHFFFAOYSA-N,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O]=[S](=[O])(-[OH])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[F]_0_0,79b4278b8bc0dc2f593cf842,C10HF21O3S,1,600.14,6.1117,54.37,1,2,9,0,0,0,1,35,1,3,175.128609529,912.125099834,7.20930758894,15.425708981,8.3787219598,33.44,7.72208996113,0
312,Novobiocin,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O,"InChI=1S/C31H36N2O11/c1-14(2)7-8-16-13-17(9-11-19(16)34)27(37)33-21-22(35)18-10-12-20(15(3)24(18)42-28(21)38)41-29-23(36)25(43-30(32)39)26(40-6)31(4,5)44-29/h7,9-13,23,25-26,29,34-36H,8H2,1-6H3,(H2,32,39)(H,33,37)/t23-,25+,26-,29-/m1/s1",C31H36N2O11,True,YJQPYGGHQPGBLI-KGSXXDOSSA-N,YJQPYGGHQPGBLI-KGSXXDOSSA-N,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,[CH3]-[O]-[CH]1-[CH](-[O]-[C](:[N]):[O])-[CH](-[OH])-[CH](-[O]:[C]2:[C]:[C]:[C]3:[C](:[O]:[C](:[O]):[C](:[N]:[C](:[O]):[C]4:[C]:[C]:[C](:[O]):[C](-[CH2]-[CH]=[C](-[CH3])-[CH3]):[C]:4):[C]:3:[O]):[C]:2-[CH3])-[O]-[C]-1(-[CH3])-[CH3]_10_0,f6706e821cf953202aa4b547,C31H36N2O11,1,612.632,3.62712,200.01,5,11,8,4,3,1,0.387096774194,44,6,13,252.329819681,1673.31053249,1.62874445529,25.1655868525,13.7160075382,32.3264864764,12.564101184,0
313,Perfluorododecanoic acid,C(=O)(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,"InChI=1S/C12HF23O2/c13-2(14,1(36)37)3(15,16)4(17,18)5(19,20)6(21,22)7(23,24)8(25,26)9(27,28)10(29,30)11(31,32)12(33,34)35/h(H,36,37)",C12HF23O2,True,CXGONMQFMIYUJR-UHFFFAOYSA-N,CXGONMQFMIYUJR-UHFFFAOYSA-N,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O]:[C](:[O])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[F]_1_0,38f5ab75bc43f62a70b6c62f,C12HF23O2,1,614.092,6.9863,37.3,1,1,10,0,0,0,0.916666666667,37,1,2,183.516684406,878.647724734,7.24958280362,15.5486447652,7.52432238259,34.86,8.17879508743,0
314,Tetrandrine,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,"InChI=1S/C38H42N2O6/c1-39-15-13-25-20-32(42-4)34-22-28(25)29(39)17-23-7-10-27(11-8-23)45-33-19-24(9-12-31(33)41-3)18-30-36-26(14-16-40(30)2)21-35(43-5)37(44-6)38(36)46-34/h7-12,19-22,29-30H,13-18H2,1-6H3/t29-,30-/m0/s1",C38H42N2O6,True,WVTKBKWTSCPRNU-KYJUHHDHSA-N,WVTKBKWTSCPRNU-KYJUHHDHSA-N,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,[CH3]-[O]-[c]1:[cH]:[cH]:[c]2:[cH]:[c]:1-[O]-[c]1:[cH]:[cH]:[c](:[cH]:[cH]:1)-[CH2]-[CH]1-[c]3:[cH]:[c](:[c](-[O]-[CH3]):[cH]:[c]:3-[CH2]-[CH2]-[N]-1-[CH3])-[O]-[c]1:[c](-[O]-[CH3]):[c](-[O]-[CH3]):[cH]:[c]3:[c]:1-[CH](-[CH2]-2)-[N](-[CH3])-[CH2]-[CH2]-3_0_0,ba56fb1d6cf7f9574ee506e9,C38H42N2O6,1,622.762,7.1624,61.86,0,8,4,8,4,4,0.368421052632,46,0,8,270.895320596,1753.79042375,1.46694138923,27.5147608512,15.9087791231,30.2643598616,12.4191067695,0
315,Rafoxanide,C1=CC(=CC=C1OC2=C(C=C(C=C2)NC(=O)C3=C(C(=CC(=C3)I)I)O)Cl)Cl,"InChI=1S/C19H11Cl2I2NO3/c20-10-1-4-13(5-2-10)27-17-6-3-12(9-15(17)21)24-19(26)14-7-11(22)8-16(23)18(14)25/h1-9,25H,(H,24,26)",C19H11Cl2I2NO3,True,NEMNPWINWMHUMR-UHFFFAOYSA-N,NEMNPWINWMHUMR-UHFFFAOYSA-N,O=C(Nc1ccc(Oc2ccc(Cl)cc2)c(Cl)c1)c1cc(I)cc(I)c1O,[O]:[C](:[N]:[C]1:[C]:[C]:[C](:[O]:[C]2:[C]:[C]:[C](-[Cl]):[C]:[C]:2):[C](-[Cl]):[C]:1):[C]1:[C]:[C](-[I]):[C]:[C](-[I]):[C]:1:[O]_11_0,cd7056b6eca3063b70f4417c,C19H11Cl2I2NO3,1,626.015,6.9528,58.56,2,3,4,3,3,0,0,27,2,4,192.659905607,1010.58175612,1.77555417903,19.2985749656,10.4694370318,20.5028706701,8.84857197998,0
316,Dabigatran etexilate,CCCCCCOC(=O)NC(=N)C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4,"InChI=1S/C34H41N7O5/c1-4-6-7-10-21-46-34(44)39-32(35)24-12-15-26(16-13-24)37-23-30-38-27-22-25(14-17-28(27)40(30)3)33(43)41(20-18-31(42)45-5-2)29-11-8-9-19-36-29/h8-9,11-17,19,22,37H,4-7,10,18,20-21,23H2,1-3H3,(H2,35,39,44)",C34H41N7O5,True,KSGXQBZTULBEEQ-UHFFFAOYSA-N,KSGXQBZTULBEEQ-UHFFFAOYSA-N,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,[CH3]-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-[O]-[C](:[O]):[N]:[C](:[N]):[C]1:[C]:[C]:[C](:[N]:[C]:[C]2:[N]:[C]3:[C]:[C](:[C](:[O]):[N](-[CH2]-[CH2]-[C](=[O])-[O]-[CH2]-[CH3]):[C]4:[C]:[C]:[C]:[C]:[N]:4):[C]:[C]:[C]:3:[N]:2-[CH3]):[C]:[C]:1_16_0,7b5da74713d6434883aea4ee,C34H41N7O5,1,627.746,5.81227,151.53,3,9,15,4,4,0,0.352941176471,46,3,12,268.181323559,1637.16173653,1.38187432866,26.5449098261,15.5078087764,33.6294057227,16.7115471653,0
317,10:2FTS,C(CS(=O)(=O)O)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C12H5F21O3S/c13-3(14,1-2-37(34,35)36)4(15,16)5(17,18)6(19,20)7(21,22)8(23,24)9(25,26)10(27,28)11(29,30)12(31,32)33/h1-2H2,(H,34,35,36)",C12H5F21O3S,True,AJMAYLFJZQYRHN-UHFFFAOYSA-N,AJMAYLFJZQYRHN-UHFFFAOYSA-N,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O]=[S](=[O])(-[OH])-[CH2]-[CH2]-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[F]_0_0,31889a52aaae5d9d746527d9,C12H5F21O3S,1,628.194,6.5443,54.37,1,2,11,0,0,0,1,37,1,3,187.858493758,946.312023402,6.99750142444,16.8399225434,9.48592831848,35.44,8.72441735012,0
318,8:2ClPFAES,C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)(C(C(C(OC(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F,"InChI=1S/C10HClF20O4S/c11-7(24,25)5(20,21)3(16,17)1(12,13)2(14,15)4(18,19)6(22,23)8(26,27)35-9(28,29)10(30,31)36(32,33)34/h(H,32,33,34)",C10HClF20O4S,True,SZVGIJOITCPDPM-UHFFFAOYSA-N,SZVGIJOITCPDPM-UHFFFAOYSA-N,O=S(=O)(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,[O]=[S](=[O])(-[OH])-[C](-[F])(-[F])-[C](-[F])(-[F])-[O]-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[Cl]_0_0,06988fc4fdd9dc3d80a1d740,C10HClF20O4S,1,632.594,6.3126,63.6,1,3,11,0,0,0,1,36,1,4,186.379885582,936.634664244,6.91019755714,16.5898862175,8.91493472327,34.76,8.37850658,0
